source,airfoil,config,Re,alpha,CL,CD,u_cd_span
vol3,SD7037 (E),modified,298981.0,-1.85,0.315,0.0103,0.0002999999999999999
vol3,SD7037 (E),modified,298981.0,-1.01,0.401,0.0093,0.0005500000000000001
vol3,SD7037 (E),modified,298981.0,0.06,0.508,0.0081,0.0008499999999999996
vol3,SD7037 (E),modified,298981.0,1.27,0.635,0.0087,0.0005999999999999998
vol3,SD7037 (E),modified,298981.0,2.25,0.731,0.0096,0.0005500000000000001
vol3,SD7037 (E),modified,298981.0,3.5,0.855,0.011,0.0005500000000000001
vol3,SD7037 (E),modified,298981.0,4.45,0.945,0.0123,0.0002999999999999999
vol3,SD7037 (E),modified,298981.0,5.29,1.023,0.0135,0.0002500000000000002
vol3,SD7037 (E),modified,298981.0,6.3,1.113,0.0154,0.0003500000000000005
vol3,SD7037 (E),modified,298981.0,7.26,1.203,0.0169,0.00020000000000000052
vol3,SD7037 (E),modified,298981.0,8.24,1.29,0.0182,0.00015000000000000083
vol3,SD7037 (E),modified,298981.0,9.31,1.369,0.0203,0.0005000000000000004
vol3,SD7037 (E),modified,298981.0,10.23,1.403,0.0258,0.003299999999999999
vol3,SD7037 (E),modified,298981.0,11.23,1.426,0.0327,0.004899999999999998
vol3,SD7037 (E),modified,100009.0,-5.49,-0.013,0.0262,0.0014999999999999996
vol3,SD7037 (E),modified,100009.0,-4.38,0.091,0.0221,0.00020000000000000052
vol3,SD7037 (E),modified,100009.0,-3.44,0.171,0.02,0.0008999999999999998
vol3,SD7037 (E),modified,100009.0,-2.33,0.234,0.0199,0.004150000000000001
vol3,SD7037 (E),modified,100009.0,-1.4,0.302,0.0185,0.0014999999999999996
vol3,SD7037 (E),modified,100009.0,-0.44,0.431,0.0218,0.0010500000000000006
vol3,SD7037 (E),modified,100009.0,0.6,0.567,0.0249,0.0002500000000000002
vol3,SD7037 (E),modified,100009.0,1.68,0.743,0.0221,0.0002999999999999999
vol3,SD7037 (E),modified,100009.0,2.9,0.884,0.0185,0.0009499999999999995
vol3,SD7037 (E),modified,100009.0,3.74,0.955,0.0161,0.00045000000000000075
vol3,SD7037 (E),modified,100009.0,4.68,1.018,0.0179,0.0004999999999999987
vol3,SD7037 (E),modified,100009.0,5.73,1.095,0.0209,0.0006499999999999995
vol3,SD7037 (E),modified,100009.0,7.12,1.196,0.0251,0.0005999999999999998
vol3,SD7037 (E),modified,100009.0,7.8,1.237,0.0281,0.0019499999999999986
vol3,SD7037 (E),modified,100009.0,8.75,1.277,0.0312,0.0020000000000000018
vol3,SD7037 (E),modified,100009.0,9.89,1.312,0.0404,0.003550000000000001
vol3,SD7037 (E),modified,100009.0,10.77,1.341,0.0484,0.0026999999999999975
vol3,SD7037 (E),modified,199795.0,-7.09,-0.13,0.0455,0.0010000000000000009
vol3,SD7037 (E),modified,199795.0,-5.72,0.038,0.0189,0.00315
vol3,SD7037 (E),modified,199795.0,-4.9,0.124,0.0162,0.0025000000000000005
vol3,SD7037 (E),modified,199795.0,-3.77,0.245,0.0156,0.0017499999999999998
vol3,SD7037 (E),modified,199795.0,-2.83,0.336,0.0152,0.0015999999999999999
vol3,SD7037 (E),modified,199795.0,-1.77,0.426,0.0162,0.001
vol3,SD7037 (E),modified,199795.0,-0.92,0.527,0.0158,0.00020000000000000052
vol3,SD7037 (E),modified,199795.0,0.13,0.637,0.0137,0.0002999999999999999
vol3,SD7037 (E),modified,199795.0,1.1,0.736,0.0124,0.0006500000000000004
vol3,SD7037 (E),modified,199795.0,2.11,0.837,0.0114,0.0010499999999999997
vol3,SD7037 (E),modified,199795.0,3.13,0.93,0.0122,0.0002999999999999999
vol3,SD7037 (E),modified,199795.0,4.08,1.014,0.0139,0.0004499999999999999
vol3,SD7037 (E),modified,199795.0,5.1,1.102,0.0159,0.00040000000000000105
vol3,SD7037 (E),modified,199795.0,6.28,1.195,0.0188,0.00020000000000000052
vol3,SD7037 (E),modified,199795.0,7.17,1.26,0.0214,0.0005500000000000001
vol3,SD7037 (E),modified,199795.0,8.38,1.324,0.026,0.0009499999999999995
vol3,SD7037 (E),modified,199795.0,9.23,1.35,0.0321,0.0018499999999999992
vol3,SD7037 (E),modified,299247.0,-7.22,-0.148,0.0525,0.0026999999999999975
vol3,SD7037 (E),modified,299247.0,-6.03,0.008,0.0192,0.0011999999999999997
vol3,SD7037 (E),modified,299247.0,-5.09,0.107,0.0147,0.0008500000000000001
vol3,SD7037 (E),modified,299247.0,-4.0,0.226,0.0125,0.0003499999999999996
vol3,SD7037 (E),modified,299247.0,-3.02,0.337,0.0115,0.0004000000000000002
vol3,SD7037 (E),modified,299247.0,-1.95,0.454,0.0111,0.00014999999999999996
vol3,SD7037 (E),modified,299247.0,-0.95,0.556,0.0105,9.99999999999994e-05
vol3,SD7037 (E),modified,299247.0,0.07,0.657,0.0096,0.0004499999999999999
vol3,SD7037 (E),modified,299247.0,1.16,0.773,0.0092,0.0006500000000000004
vol3,SD7037 (E),modified,299247.0,2.16,0.864,0.0099,0.0004000000000000002
vol3,SD7037 (E),modified,299247.0,3.24,0.964,0.0115,0.0002999999999999999
vol3,SD7037 (E),modified,299247.0,4.26,1.056,0.0129,0.0002999999999999999
vol3,SD7037 (E),modified,299247.0,5.44,1.159,0.0151,0.0002999999999999999
vol3,SD7037 (E),modified,299247.0,6.14,1.213,0.0166,0.0001999999999999988
vol3,SD7037 (E),modified,299247.0,7.45,1.308,0.0199,0.00020000000000000052
vol3,SD7037 (E),modified,299247.0,8.38,1.356,0.0239,0.0013000000000000008
vol3,SD7037 (E),modified,299247.0,9.55,1.396,0.0304,0.0033500000000000023
vol3,SD7037 (E),modified,299247.0,10.41,1.422,0.0362,0.0045000000000000005
vol3,SD7037 (E),modified,299247.0,11.4,1.438,0.0462,0.00785
vol3,A18,modified,103018.0,-4.19,-0.219,0.0443,0.003799999999999998
vol3,A18,modified,103018.0,-3.65,-0.157,0.0321,0.0019500000000000003
vol3,A18,modified,103018.0,-2.28,-0.028,0.0209,0.0008500000000000001
vol3,A18,modified,103018.0,-1.26,0.081,0.0201,0.0016500000000000004
vol3,A18,modified,103018.0,-0.31,0.228,0.0181,0.0011000000000000003
vol3,A18,modified,103018.0,0.84,0.374,0.0147,0.0008500000000000001
vol3,A18,modified,103018.0,1.39,0.432,0.0149,0.0010499999999999989
vol3,A18,modified,103018.0,2.8,0.531,0.0166,0.0002499999999999985
vol3,A18,modified,103018.0,3.89,0.629,0.0189,0.00040000000000000105
vol3,A18,modified,103018.0,4.81,0.712,0.0208,0.0005500000000000001
vol3,A18,modified,103018.0,5.91,0.809,0.0235,0.00045000000000000075
vol3,A18,modified,103018.0,6.9,0.892,0.0261,0.0009499999999999995
vol3,A18,modified,103018.0,7.86,0.969,0.0289,0.0011000000000000003
vol3,A18,modified,103018.0,9.01,1.05,0.0331,0.0009500000000000029
vol3,A18,modified,103018.0,9.81,1.104,0.0362,0.0017000000000000001
vol3,A18,modified,103018.0,10.83,1.156,0.0421,0.0026499999999999996
vol3,A18,modified,199845.0,-4.42,-0.198,0.0328,0.0030999999999999986
vol3,A18,modified,199845.0,-2.77,0.016,0.015,0.001299999999999999
vol3,A18,modified,199845.0,-1.26,0.209,0.0135,0.0003499999999999996
vol3,A18,modified,199845.0,0.22,0.331,0.0153,0.0003499999999999996
vol3,A18,modified,199845.0,1.97,0.503,0.017,0.000449999999999999
vol3,A18,modified,199845.0,3.42,0.638,0.0188,0.0005999999999999998
vol3,A18,modified,199845.0,4.84,0.764,0.0211,0.0006500000000000013
vol3,A18,modified,199845.0,6.1,0.873,0.0234,0.000700000000000001
vol3,A18,modified,199845.0,8.03,1.034,0.0271,0.0010000000000000009
vol3,A18,modified,199845.0,9.42,1.14,0.0304,0.0016999999999999984
vol3,A18,modified,199845.0,10.94,1.222,0.0366,0.002999999999999999
vol3,A18,modified,199845.0,12.5,1.253,0.0524,0.008150000000000001
vol3,A18,modified,300494.0,-4.66,-0.199,0.0166,0.00145
vol3,A18,modified,300494.0,-2.88,0.032,0.0125,0.0008000000000000004
vol3,A18,modified,300494.0,-1.34,0.181,0.0136,0.0002999999999999999
vol3,A18,modified,300494.0,0.15,0.323,0.0146,0.00024999999999999935
vol3,A18,modified,300494.0,1.68,0.474,0.0156,0.0003500000000000005
vol3,A18,modified,300494.0,3.27,0.632,0.0174,0.0005000000000000004
vol3,A18,modified,300494.0,4.89,0.785,0.02,0.0006000000000000016
vol3,A18,modified,300494.0,6.6,0.934,0.0233,0.0005500000000000001
vol3,A18,modified,300494.0,7.42,1.001,0.025,0.0011000000000000003
vol3,A18,modified,300494.0,10.01,1.185,0.0334,0.0029000000000000015
vol3,A18,modified,300494.0,10.63,1.207,0.0369,0.0027500000000000024
vol3,A18,modified,298924.0,11.71,1.224,0.05,0.007950000000000002
vol3,Avistar,clean,100000.0,-3.32,-0.067,0.0207,0.0017499999999999998
vol3,Avistar,clean,100000.0,-2.33,0.037,0.0203,0.0011999999999999997
vol3,Avistar,clean,100000.0,-1.3,0.183,0.021,0.0023999999999999994
vol3,Avistar,clean,100000.0,-0.24,0.387,0.0225,0.0026999999999999993
vol3,Avistar,clean,100000.0,0.77,0.453,0.0217,0.0022000000000000006
vol3,Avistar,clean,100000.0,1.78,0.527,0.0218,0.002449999999999999
vol3,Avistar,clean,100000.0,2.9,0.612,0.0223,0.0023999999999999994
vol3,Avistar,clean,100000.0,3.81,0.683,0.0223,0.002749999999999999
vol3,Avistar,clean,100000.0,4.93,0.777,0.0227,0.00315
vol3,Avistar,clean,100000.0,5.88,0.85,0.0216,0.00145
vol3,Avistar,clean,100000.0,6.89,0.925,0.021,0.0013500000000000005
vol3,Avistar,clean,100000.0,7.91,0.97,0.0237,0.0025000000000000005
vol3,Avistar,clean,100000.0,8.94,0.987,0.0315,0.0045499999999999985
vol3,Avistar,clean,100000.0,9.9,1.008,0.0364,0.0045000000000000005
vol3,Avistar,clean,200600.0,-5.44,-0.21,0.0206,0.002
vol3,Avistar,clean,200600.0,-4.32,-0.14,0.0174,0.0013000000000000008
vol3,Avistar,clean,200600.0,-3.33,-0.047,0.0146,0.0014999999999999996
vol3,Avistar,clean,200600.0,-2.29,0.032,0.0122,0.0004499999999999999
vol3,Avistar,clean,200600.0,-1.33,0.13,0.0119,0.0004000000000000002
vol3,Avistar,clean,200600.0,-0.25,0.245,0.0115,0.0009499999999999995
vol3,Avistar,clean,200600.0,0.77,0.389,0.0124,0.0013499999999999996
vol3,Avistar,clean,200600.0,1.78,0.523,0.0125,0.0007000000000000001
vol3,Avistar,clean,200600.0,2.78,0.617,0.013,0.0005999999999999998
vol3,Avistar,clean,200600.0,3.82,0.726,0.0137,0.0004499999999999999
vol3,Avistar,clean,200600.0,4.87,0.821,0.0145,0.0007499999999999998
vol3,Avistar,clean,200600.0,5.9,0.888,0.0159,0.00185
vol3,Avistar,clean,200600.0,6.89,0.923,0.0203,0.002999999999999999
vol3,Avistar,clean,200600.0,7.89,0.95,0.0262,0.0018499999999999992
vol3,Avistar,clean,300900.0,-5.37,-0.215,0.0173,0.0008999999999999998
vol3,Avistar,clean,300900.0,-4.38,-0.154,0.0153,0.0009000000000000006
vol3,Avistar,clean,300900.0,-3.32,-0.054,0.0134,0.00115
vol3,Avistar,clean,300900.0,-2.31,0.042,0.0105,0.00145
vol3,Avistar,clean,300900.0,-1.23,0.144,0.0095,0.0009499999999999995
vol3,Avistar,clean,300900.0,-0.22,0.237,0.0098,0.0006500000000000004
vol3,Avistar,clean,300900.0,0.78,0.416,0.0108,0.0004999999999999996
vol3,Avistar,clean,300900.0,1.83,0.575,0.0112,0.0012500000000000002
vol3,Avistar,clean,300900.0,2.85,0.679,0.0111,0.0005999999999999998
vol3,Avistar,clean,300900.0,3.84,0.771,0.0116,0.0007500000000000007
vol3,Avistar,clean,300900.0,4.86,0.853,0.0127,0.0022000000000000006
vol3,Avistar,clean,300900.0,5.9,0.907,0.0169,0.002
vol3,Avistar,clean,300900.0,6.93,0.944,0.0213,0.0016499999999999987
vol3,Avistar,clean,300900.0,7.89,0.98,0.0257,0.0020999999999999994
vol3,Avistar,clean,300900.0,8.91,1.011,0.032,0.004149999999999999
vol3,Avistar,clean,402100.0,-5.42,-0.236,0.0158,0.0006500000000000004
vol3,Avistar,clean,402100.0,-4.37,-0.144,0.0138,0.0007500000000000007
vol3,Avistar,clean,402100.0,-3.35,-0.045,0.0122,0.0008500000000000001
vol3,Avistar,clean,402100.0,-2.34,0.054,0.01,0.0013500000000000005
vol3,Avistar,clean,402100.0,-1.34,0.149,0.0084,0.0003500000000000005
vol3,Avistar,clean,402100.0,-0.26,0.284,0.0087,0.0002500000000000002
vol3,Avistar,clean,402100.0,0.77,0.408,0.0096,0.0010499999999999997
vol3,Avistar,clean,402100.0,1.8,0.546,0.01,0.0009499999999999995
vol3,Avistar,clean,402100.0,2.85,0.686,0.009,0.0033
vol3,Avistar,clean,402100.0,3.87,0.784,0.0109,0.00115
vol3,Avistar,clean,402100.0,4.95,0.85,0.013,0.0018000000000000004
vol3,Avistar,clean,402100.0,5.88,0.886,0.0163,0.0023499999999999997
vol3,Avistar,clean,402100.0,6.87,0.923,0.0206,0.0016500000000000004
vol3,Avistar,clean,402100.0,7.91,0.964,0.0255,0.003250000000000001
vol3,BW-3,clean,59400.0,-2.11,-0.085,0.0747,0.0020999999999999977
vol3,BW-3,clean,59400.0,-0.45,0.156,0.0463,0.00545
vol3,BW-3,clean,59400.0,1.06,0.386,0.0337,0.002100000000000001
vol3,BW-3,clean,59400.0,2.69,0.609,0.0324,0.0031500000000000018
vol3,BW-3,clean,59400.0,4.24,0.872,0.0279,0.0026
vol3,BW-3,clean,59400.0,5.78,1.033,0.023,0.0012000000000000014
vol3,BW-3,clean,59400.0,7.32,1.141,0.0218,0.005299999999999999
vol3,BW-3,clean,59400.0,8.77,1.207,0.0325,0.002450000000000001
vol3,BW-3,clean,59400.0,10.3,1.289,0.041,0.0076999999999999985
vol3,BW-3,clean,59400.0,11.83,1.321,0.0548,0.0023
vol3,BW-3,clean,99400.0,-2.16,-0.166,0.0681,0.008250000000000004
vol3,BW-3,clean,99400.0,-0.48,0.123,0.0414,0.004
vol3,BW-3,clean,99400.0,1.18,0.456,0.0282,0.0020500000000000015
vol3,BW-3,clean,99400.0,2.71,0.699,0.0251,0.00345
vol3,BW-3,clean,99400.0,4.26,0.866,0.0203,0.0006499999999999995
vol3,BW-3,clean,99400.0,5.77,0.993,0.0181,0.0010499999999999989
vol3,BW-3,clean,99400.0,7.3,1.1,0.0214,0.0008500000000000001
vol3,BW-3,clean,99400.0,8.7,1.183,0.0296,0.0011000000000000003
vol3,BW-3,clean,99400.0,10.35,1.284,0.0423,0.00255
vol3,BW-3,clean,99400.0,11.73,1.341,0.0589,0.002400000000000003
vol3,BW-3,clean,198900.0,-2.58,-0.084,0.0575,0.006149999999999999
vol3,BW-3,clean,198900.0,-0.85,0.294,0.0317,0.001550000000000001
vol3,BW-3,clean,198900.0,0.48,0.53,0.0192,0.0017499999999999998
vol3,BW-3,clean,198900.0,2.24,0.728,0.0159,0.0002500000000000002
vol3,BW-3,clean,198900.0,3.75,0.882,0.0151,0.0003999999999999993
vol3,BW-3,clean,198900.0,5.39,1.034,0.0149,0.0002999999999999999
vol3,BW-3,clean,198900.0,6.82,1.129,0.0221,0.0005000000000000004
vol3,BW-3,clean,198900.0,8.41,1.24,0.0291,0.0008000000000000004
vol3,BW-3,clean,198900.0,9.73,1.317,0.0386,0.0009499999999999995
vol3,BW-3,clean,198900.0,11.34,1.393,0.0689,0.0022999999999999965
vol3,BW-3,clean,297600.0,-2.58,0.014,0.0515,0.0040500000000000015
vol3,BW-3,clean,297600.0,-0.98,0.35,0.0275,0.00145
vol3,BW-3,clean,297600.0,0.55,0.555,0.0182,0.0003499999999999996
vol3,BW-3,clean,297600.0,2.1,0.734,0.0141,0.00045000000000000075
vol3,BW-3,clean,297600.0,3.66,0.904,0.0129,0.0005999999999999998
vol3,BW-3,clean,297600.0,5.21,1.048,0.0149,0.0007499999999999998
vol3,BW-3,clean,297600.0,6.73,1.155,0.0203,0.0004999999999999987
vol3,BW-3,clean,297600.0,8.29,1.269,0.0264,0.0008500000000000001
vol3,BW-3,clean,297600.0,9.92,1.363,0.0391,0.0019999999999999983
vol3,BW-3,clean,297600.0,11.22,1.432,0.0703,0.0034000000000000002
vol3,BW-3,clean,397300.0,-3.16,-0.06,0.0581,0.004
vol3,BW-3,clean,397300.0,-1.41,0.312,0.0305,0.0015499999999999993
vol3,BW-3,clean,397300.0,0.3,0.546,0.018,0.0005500000000000001
vol3,BW-3,clean,397300.0,1.6,0.701,0.0136,0.0004000000000000002
vol3,BW-3,clean,397300.0,3.16,0.872,0.0121,0.00024999999999999935
vol3,BW-3,clean,397300.0,4.68,1.012,0.0134,0.0004000000000000002
vol3,BW-3,clean,397300.0,6.2,1.134,0.0185,0.0005500000000000001
vol3,BW-3,clean,397300.0,7.77,1.255,0.0233,0.0007500000000000007
vol3,BW-3,clean,397300.0,9.29,1.348,0.0309,0.0013999999999999985
vol3,BW-3,clean,397300.0,10.9,1.433,0.0586,0.001749999999999998
vol3,BW-3,modified,99700.0,-2.14,-0.153,0.0732,0.00605
vol3,BW-3,modified,99700.0,-0.46,0.182,0.04,0.001850000000000001
vol3,BW-3,modified,99700.0,1.14,0.52,0.0265,0.0006499999999999995
vol3,BW-3,modified,99700.0,2.59,0.666,0.0255,0.0008999999999999998
vol3,BW-3,modified,99700.0,4.09,0.811,0.025,0.0003999999999999993
vol3,BW-3,modified,99700.0,5.68,0.949,0.027,0.0006499999999999995
vol3,BW-3,modified,99700.0,7.19,1.071,0.0311,0.0006499999999999995
vol3,BW-3,modified,99700.0,8.76,1.191,0.0366,0.0011999999999999997
vol3,BW-3,modified,99700.0,10.29,1.293,0.0479,0.0017000000000000001
vol3,BW-3,modified,199200.0,-3.64,-0.286,0.082,0.007449999999999998
vol3,BW-3,modified,199200.0,-2.11,0.024,0.0477,0.0038000000000000013
vol3,BW-3,modified,199200.0,-0.63,0.261,0.0306,0.0029000000000000015
vol3,BW-3,modified,199200.0,1.26,0.565,0.0219,0.0012000000000000014
vol3,BW-3,modified,199200.0,2.76,0.733,0.0216,0.00020000000000000052
vol3,BW-3,modified,199200.0,4.33,0.882,0.0236,0.0006499999999999995
vol3,BW-3,modified,199200.0,5.8,1.007,0.0275,0.0009999999999999992
vol3,BW-3,modified,199200.0,7.34,1.13,0.0324,0.0006999999999999992
vol3,BW-3,modified,199200.0,8.87,1.243,0.0398,0.0013999999999999985
vol3,BW-3,modified,199200.0,10.25,1.344,0.055,0.0018499999999999975
vol3,BW-3,modified,298300.0,-3.59,-0.18,0.0704,0.006399999999999996
vol3,BW-3,modified,298300.0,-2.07,0.06,0.0484,0.00425
vol3,BW-3,modified,298300.0,-0.49,0.365,0.0297,0.0007500000000000007
vol3,BW-3,modified,298300.0,1.08,0.586,0.0196,0.0004999999999999987
vol3,BW-3,modified,298300.0,2.63,0.747,0.0202,0.0002500000000000002
vol3,BW-3,modified,298300.0,4.13,0.89,0.0221,0.0003999999999999993
vol3,BW-3,modified,298300.0,5.66,1.026,0.0256,0.0007499999999999989
vol3,BW-3,modified,298300.0,7.28,1.156,0.0314,0.001299999999999999
vol3,BW-3,modified,298300.0,8.93,1.268,0.0396,0.0015499999999999993
vol3,BW-3,modified,298300.0,10.42,1.361,0.0505,0.002850000000000002
vol3,BW-3,modified,402400.0,-3.6,-0.182,0.0687,0.006199999999999997
vol3,BW-3,modified,402400.0,-2.06,0.143,0.0441,0.0025499999999999967
vol3,BW-3,modified,397200.0,-0.52,0.409,0.0251,0.0016000000000000007
vol3,BW-3,modified,397200.0,0.92,0.597,0.0186,0.00020000000000000052
vol3,BW-3,modified,397200.0,2.5,0.765,0.0195,0.0002500000000000002
vol3,BW-3,modified,397200.0,4.33,0.941,0.0221,0.0002999999999999999
vol3,BW-3,modified,397200.0,6.0,1.087,0.0259,0.0008000000000000004
vol3,BW-3,modified,397200.0,7.64,1.209,0.0314,0.0010499999999999989
vol3,BW-3,modified,397200.0,9.42,1.318,0.0392,0.0015999999999999973
vol3,Clark-Y (B),clean,60700.0,-2.07,-0.084,0.0265,0.001299999999999999
vol3,Clark-Y (B),clean,60700.0,-0.45,0.076,0.0232,0.0009499999999999995
vol3,Clark-Y (B),clean,60700.0,1.02,0.222,0.0295,0.0026000000000000016
vol3,Clark-Y (B),clean,60700.0,2.54,0.389,0.0333,0.005000000000000001
vol3,Clark-Y (B),clean,60700.0,4.16,0.604,0.0339,0.0012499999999999976
vol3,Clark-Y (B),clean,60700.0,5.71,0.744,0.0357,0.003300000000000001
vol3,Clark-Y (B),clean,60700.0,7.19,0.884,0.0389,0.005000000000000001
vol3,Clark-Y (B),clean,60700.0,8.74,1.016,0.039,0.0019500000000000003
vol3,Clark-Y (B),clean,60700.0,10.26,1.127,0.0349,0.002349999999999998
vol3,Clark-Y (B),clean,59500.0,11.31,1.169,0.0355,0.00255
vol3,Clark-Y (B),clean,59500.0,12.8,1.221,0.0374,0.0028000000000000004
vol3,Clark-Y (B),clean,100000.0,-3.07,-0.125,0.0249,0.0013000000000000008
vol3,Clark-Y (B),clean,100000.0,-1.42,0.07,0.022,0.0009999999999999992
vol3,Clark-Y (B),clean,100000.0,0.01,0.235,0.0229,0.0009999999999999992
vol3,Clark-Y (B),clean,100000.0,1.64,0.436,0.024,0.0016000000000000007
vol3,Clark-Y (B),clean,100000.0,3.17,0.605,0.0225,0.0027999999999999987
vol3,Clark-Y (B),clean,100000.0,4.64,0.759,0.0206,0.002749999999999999
vol3,Clark-Y (B),clean,100000.0,6.2,0.907,0.0193,0.0012000000000000014
vol3,Clark-Y (B),clean,100000.0,7.72,1.033,0.0207,0.00040000000000000105
vol3,Clark-Y (B),clean,100000.0,9.29,1.152,0.0255,0.0008500000000000001
vol3,Clark-Y (B),clean,99000.0,12.3,1.299,0.0326,0.0019500000000000003
vol3,Clark-Y (B),clean,200000.0,-4.64,-0.177,0.0213,0.0007499999999999989
vol3,Clark-Y (B),clean,200000.0,-2.92,0.038,0.0156,0.0003000000000000008
vol3,Clark-Y (B),clean,200000.0,-1.57,0.166,0.0132,0.0004000000000000002
vol3,Clark-Y (B),clean,200000.0,0.1,0.338,0.0105,0.0005999999999999998
vol3,Clark-Y (B),clean,200000.0,1.74,0.526,0.0111,0.0003999999999999993
vol3,Clark-Y (B),clean,200000.0,3.11,0.654,0.0115,0.0002999999999999999
vol3,Clark-Y (B),clean,200000.0,4.76,0.81,0.0125,0.00019999999999999966
vol3,Clark-Y (B),clean,200000.0,6.24,0.944,0.0147,0.0007500000000000007
vol3,Clark-Y (B),clean,200000.0,7.78,1.073,0.017,0.0003499999999999996
vol3,Clark-Y (B),clean,200000.0,9.3,1.197,0.0192,0.000449999999999999
vol3,Clark-Y (B),clean,200000.0,10.78,1.29,0.0225,0.0011000000000000003
vol3,Clark-Y (B),clean,200000.0,12.35,1.309,0.0349,0.0038999999999999972
vol3,Clark-Y (B),clean,299800.0,-4.56,-0.111,0.0156,0.0007500000000000007
vol3,Clark-Y (B),clean,299800.0,-2.97,0.032,0.0124,0.0004999999999999996
vol3,Clark-Y (B),clean,299800.0,-1.44,0.177,0.0102,0.0004499999999999999
vol3,Clark-Y (B),clean,299800.0,0.14,0.348,0.0088,0.0008000000000000004
vol3,Clark-Y (B),clean,299800.0,1.71,0.541,0.009,0.00014999999999999996
vol3,Clark-Y (B),clean,299800.0,3.28,0.694,0.0097,0.0003000000000000008
vol3,Clark-Y (B),clean,299800.0,4.95,0.846,0.0108,0.00014999999999999996
vol3,Clark-Y (B),clean,299800.0,6.28,0.963,0.0125,0.00014999999999999996
vol3,Clark-Y (B),clean,299800.0,7.87,1.104,0.0148,0.0005500000000000001
vol3,Clark-Y (B),clean,299800.0,9.26,1.219,0.0168,0.000700000000000001
vol3,Clark-Y (B),clean,299800.0,10.77,1.304,0.0212,0.0013500000000000005
vol3,Clark-Y (B),clean,299800.0,12.32,1.334,0.0316,0.00255
vol3,Clark-Y (B),clean,399900.0,-4.7,-0.132,0.0142,0.0007499999999999998
vol3,Clark-Y (B),clean,399900.0,-3.0,0.027,0.0111,0.0007000000000000001
vol3,Clark-Y (B),clean,399900.0,-1.48,0.181,0.0095,9.99999999999994e-05
vol3,Clark-Y (B),clean,399900.0,0.1,0.337,0.0074,9.999999999999983e-05
vol3,Clark-Y (B),clean,399900.0,1.69,0.55,0.0079,0.00035000000000000005
vol3,Clark-Y (B),clean,399900.0,3.21,0.696,0.0086,0.0003500000000000005
vol3,Clark-Y (B),clean,399900.0,4.78,0.836,0.0098,0.0002999999999999999
vol3,Clark-Y (B),clean,399900.0,6.51,0.99,0.0116,0.00019999999999999966
vol3,Clark-Y (B),clean,399900.0,8.06,1.129,0.0138,0.0004499999999999999
vol3,Clark-Y (B),clean,399900.0,9.56,1.245,0.0165,0.0010000000000000009
vol3,Clark-Y (B),clean,399900.0,10.96,1.303,0.0223,0.0019500000000000003
vol3,Clark-Y (B),clean,399900.0,12.39,1.332,0.0307,0.0025499999999999984
vol3,Clark-Y (B),modified,99800.0,-3.1,-0.115,0.0253,0.002
