source,airfoil,config,Re,alpha,CL,CD,u_cd_span
vol2,S7012 (B),modified,299600.0,8.46,1.228,0.035,0.0011000000000000003
vol2,S7055,modified,99700.0,-5.94,-0.18,0.0374,0.0068000000000000005
vol2,S7055,modified,99700.0,-4.41,0.046,0.0229,0.0016500000000000004
vol2,S7055,modified,99700.0,-2.86,0.262,0.02,0.0022000000000000006
vol2,S7055,modified,99700.0,-1.36,0.338,0.0174,0.001899999999999999
vol2,S7055,modified,99700.0,0.18,0.503,0.0204,0.0014999999999999996
vol2,S7055,modified,99700.0,1.74,0.654,0.0219,0.001899999999999999
vol2,S7055,modified,99700.0,3.27,0.811,0.0195,0.0023499999999999997
vol2,S7055,modified,99700.0,4.81,0.978,0.0204,0.0022000000000000006
vol2,S7055,modified,99700.0,6.35,1.138,0.0225,0.0012500000000000011
vol2,S7055,modified,99700.0,7.87,1.278,0.0265,0.00345
vol2,S7055,modified,99700.0,9.41,1.363,0.0354,0.00855
vol2,S7055,modified,99700.0,10.89,1.371,0.0603,0.01845
vol2,S7055,modified,298900.0,-5.94,-0.062,0.0195,0.002199999999999999
vol2,S7055,modified,298900.0,-3.72,0.168,0.015,0.0017000000000000001
vol2,S7055,modified,298900.0,-2.87,0.282,0.0134,0.001
vol2,S7055,modified,298900.0,-1.32,0.47,0.013,0.0007000000000000001
vol2,S7055,modified,298900.0,0.19,0.562,0.0127,0.0006500000000000004
vol2,S7055,modified,298900.0,1.73,0.706,0.0111,0.0003500000000000005
vol2,S7055,modified,298900.0,3.27,0.886,0.0122,0.0008500000000000001
vol2,S7055,modified,298900.0,4.83,1.055,0.0139,0.0008000000000000004
vol2,S7055,modified,298900.0,6.35,1.204,0.0163,0.0009000000000000006
vol2,S7055,modified,298900.0,7.92,1.322,0.0236,0.00405
vol2,S7055,modified,298900.0,9.44,1.363,0.0402,0.0075
vol2,S7055,modified,298900.0,10.94,1.365,0.076,0.02565
vol2,S7055,modified,60200.0,-4.47,-0.146,0.032,0.002150000000000001
vol2,S7055,modified,60200.0,-2.89,0.05,0.0238,0.004200000000000001
vol2,S7055,modified,60200.0,-1.38,0.189,0.0207,0.0018499999999999992
vol2,S7055,modified,60200.0,0.17,0.364,0.0243,0.0022000000000000006
vol2,S7055,modified,60200.0,1.67,0.532,0.0313,0.0020499999999999997
vol2,S7055,modified,60200.0,3.24,0.685,0.0349,0.00435
vol2,S7055,modified,60200.0,4.78,0.829,0.0378,0.00605
vol2,S7055,modified,60200.0,6.28,0.983,0.0342,0.006750000000000001
vol2,S7055,modified,60200.0,7.85,1.134,0.0355,0.0111
vol2,S7055,modified,60200.0,9.39,1.268,0.0336,0.00040000000000000105
vol2,S7055,modified,60200.0,10.9,1.316,0.044,0.0063999999999999994
vol2,S7055,modified,60200.0,12.41,1.329,0.0659,0.010350000000000002
vol2,S7055,modified,99600.0,-4.45,-0.066,0.0256,0.002400000000000001
vol2,S7055,modified,99600.0,-2.92,0.136,0.0194,0.001599999999999999
vol2,S7055,modified,99600.0,-1.36,0.244,0.018,0.0014999999999999996
vol2,S7055,modified,99600.0,0.15,0.395,0.0198,0.0020500000000000015
vol2,S7055,modified,99600.0,1.69,0.565,0.0222,0.0002999999999999999
vol2,S7055,modified,99600.0,3.26,0.728,0.0201,0.00145
vol2,S7055,modified,99600.0,4.79,0.888,0.0198,0.002450000000000001
vol2,S7055,modified,99600.0,6.31,1.033,0.0217,0.0009000000000000015
vol2,S7055,modified,99600.0,7.84,1.163,0.0248,0.00285
vol2,S7055,modified,99600.0,9.38,1.263,0.0298,0.005750000000000002
vol2,S7055,modified,99600.0,10.88,1.289,0.0517,0.009399999999999999
vol2,S7055,modified,98600.0,12.38,1.284,0.0861,0.025750000000000002
vol2,S7055,modified,199400.0,-4.45,0.008,0.0161,0.00145
vol2,S7055,modified,199400.0,-2.99,0.141,0.0142,0.0003000000000000008
vol2,S7055,modified,199400.0,-1.35,0.295,0.0121,0.0006500000000000004
vol2,S7055,modified,199400.0,0.2,0.396,0.0117,0.0004000000000000002
vol2,S7055,modified,199400.0,1.71,0.562,0.0124,0.0004499999999999999
vol2,S7055,modified,199400.0,3.31,0.745,0.0128,0.0006500000000000004
vol2,S7055,modified,199400.0,4.78,0.91,0.014,0.0006499999999999995
vol2,S7055,modified,199400.0,6.24,1.06,0.016,0.0007999999999999995
vol2,S7055,modified,199400.0,7.86,1.197,0.0193,0.00115
vol2,S7055,modified,199400.0,9.38,1.268,0.0294,0.0060500000000000016
vol2,S7055,modified,199400.0,10.87,1.278,0.0568,0.0194
vol2,S7055,modified,299700.0,-4.41,-0.014,0.0145,0.0008999999999999998
vol2,S7055,modified,299700.0,-2.88,0.144,0.0123,0.0003500000000000005
vol2,S7055,modified,299700.0,-1.35,0.315,0.0104,0.0006500000000000004
vol2,S7055,modified,299700.0,0.15,0.402,0.0095,0.0007499999999999998
vol2,S7055,modified,299700.0,1.72,0.582,0.0099,0.0004000000000000002
vol2,S7055,modified,299700.0,3.25,0.755,0.0107,0.0007000000000000001
vol2,S7055,modified,299700.0,4.81,0.929,0.012,0.0009000000000000006
vol2,S7055,modified,299700.0,6.3,1.08,0.0137,0.0005999999999999998
vol2,S7055,modified,299700.0,7.88,1.212,0.0183,0.00115
vol2,S8025,clean,60000.0,-6.67,-0.591,0.0385,0.0040500000000000015
vol2,S8025,clean,60000.0,-5.16,-0.454,0.0234,0.0025000000000000005
vol2,S8025,clean,60000.0,-3.63,-0.322,0.0175,0.0012499999999999994
vol2,S8025,clean,60000.0,-2.09,-0.149,0.0135,0.0057
vol2,S8025,clean,60000.0,-0.54,0.008,0.0126,0.0004499999999999999
vol2,S8025,clean,60000.0,0.98,0.139,0.0128,0.0029
vol2,S8025,clean,60000.0,2.54,0.31,0.0158,0.0026000000000000007
vol2,S8025,clean,60000.0,4.06,0.45,0.0267,0.01325
vol2,S8025,clean,60000.0,6.52,0.67,0.0332,0.0051
vol2,S8025,clean,60000.0,7.15,0.748,0.0296,0.00345
vol2,S8025,clean,60000.0,8.65,0.882,0.0379,0.0008500000000000001
vol2,S8025,clean,100400.0,-6.64,-0.61,0.0309,0.002449999999999999
vol2,S8025,clean,100400.0,-5.13,-0.488,0.0193,0.0009499999999999995
vol2,S8025,clean,100400.0,-3.63,-0.361,0.0141,0.001
vol2,S8025,clean,100400.0,-2.1,-0.221,0.01,0.0010499999999999997
vol2,S8025,clean,100400.0,-0.56,-0.03,0.0096,0.0004499999999999999
vol2,S8025,clean,100400.0,1.0,0.144,0.01,0.0007000000000000001
vol2,S8025,clean,100400.0,2.53,0.296,0.0128,0.0008999999999999998
vol2,S8025,clean,100400.0,4.07,0.447,0.0154,0.00115
vol2,S8025,clean,100400.0,5.61,0.592,0.0192,0.00115
vol2,S8025,clean,100400.0,7.15,0.712,0.0238,0.001299999999999999
vol2,S8025,clean,100400.0,8.66,0.836,0.0311,0.0031500000000000018
vol2,S8025,clean,200700.0,-6.67,-0.639,0.0213,0.0005500000000000001
vol2,S8025,clean,200700.0,-5.17,-0.507,0.0143,0.0007000000000000001
vol2,S8025,clean,200700.0,-3.67,-0.362,0.0114,0.0008000000000000004
vol2,S8025,clean,200700.0,-2.08,-0.211,0.0078,0.0005999999999999998
vol2,S8025,clean,200700.0,-0.55,-0.029,0.0069,0.0011500000000000004
vol2,S8025,clean,200700.0,0.96,0.122,0.0081,0.0002999999999999999
vol2,S8025,clean,200700.0,2.5,0.267,0.0094,0.0005000000000000004
vol2,S8025,clean,200700.0,4.07,0.431,0.0119,0.00045000000000000075
vol2,S8025,clean,200700.0,5.58,0.599,0.0144,0.0003499999999999996
vol2,S8025,clean,200700.0,7.15,0.754,0.0166,0.0006999999999999992
vol2,S8025,clean,200700.0,8.67,0.882,0.0239,0.000700000000000001
vol2,S8025,clean,301100.0,-6.68,-0.648,0.0193,0.0005999999999999998
vol2,S8025,clean,301100.0,-5.15,-0.514,0.0126,0.0002999999999999999
vol2,S8025,clean,301100.0,-3.58,-0.36,0.0101,0.0005000000000000004
vol2,S8025,clean,301100.0,-2.1,-0.214,0.0077,0.0005999999999999998
vol2,S8025,clean,301100.0,-0.56,-0.045,0.0062,0.0002500000000000002
vol2,S8025,clean,301100.0,0.98,0.105,0.0072,0.00035000000000000005
vol2,S8025,clean,301100.0,2.51,0.281,0.0087,0.00024999999999999935
vol2,S8025,clean,301100.0,4.07,0.447,0.0103,0.0002999999999999999
vol2,S8025,clean,301100.0,5.61,0.602,0.012,0.0004000000000000002
vol2,S8025,clean,301100.0,7.15,0.752,0.0143,0.0005000000000000004
vol2,S8025,clean,301100.0,8.68,0.888,0.0208,0.0010000000000000009
vol2,S822,modified,100400.0,-4.18,-0.359,0.0285,0.0010499999999999989
vol2,S822,modified,100400.0,-2.62,-0.198,0.0284,0.0006000000000000016
vol2,S822,modified,100400.0,-1.09,-0.076,0.0308,0.0017499999999999998
vol2,S822,modified,100400.0,0.44,0.042,0.0344,0.0015499999999999993
vol2,S822,modified,100400.0,1.94,0.126,0.0402,0.00145
vol2,S822,modified,100400.0,4.29,0.609,0.0214,0.0020999999999999994
vol2,S822,modified,100400.0,5.06,0.604,0.0215,0.0012499999999999994
vol2,S822,modified,100400.0,6.58,0.715,0.026,0.000700000000000001
vol2,S822,modified,100400.0,8.12,0.826,0.031,0.0019000000000000006
vol2,S822,modified,100400.0,9.64,0.917,0.0389,0.0026499999999999996
vol2,S822,modified,100400.0,11.17,0.994,0.0479,0.002999999999999999
vol2,S822,modified,201000.0,-4.1,-0.154,0.022,0.0008000000000000004
vol2,S822,modified,201000.0,-2.56,-0.02,0.023,0.0009499999999999995
vol2,S822,modified,201000.0,-1.03,0.175,0.019,0.0026499999999999996
vol2,S822,modified,201000.0,0.5,0.308,0.0154,0.00045000000000000075
vol2,S822,modified,201000.0,2.03,0.423,0.0175,0.0005999999999999998
vol2,S822,modified,201000.0,3.56,0.553,0.0191,0.0011999999999999997
vol2,S822,modified,201000.0,5.08,0.635,0.0218,0.0014000000000000002
vol2,S822,modified,201000.0,6.58,0.725,0.0224,0.0023
vol2,S822,modified,201000.0,8.1,0.837,0.0287,0.0018499999999999992
vol2,S822,modified,201000.0,9.65,0.927,0.036,0.002149999999999999
vol2,S822,modified,201000.0,11.16,0.999,0.0452,0.007050000000000001
vol2,S822,modified,301400.0,-4.09,-0.112,0.0172,0.0009500000000000012
vol2,S822,modified,301400.0,-2.56,0.013,0.0149,0.0005000000000000004
vol2,S822,modified,301400.0,-1.1,0.14,0.0146,0.0003999999999999993
vol2,S822,modified,301400.0,0.33,0.261,0.0158,0.0006499999999999995
vol2,S822,modified,301400.0,2.01,0.414,0.0173,0.0009000000000000015
vol2,S822,modified,301400.0,3.63,0.558,0.0187,0.0010000000000000009
vol2,S822,modified,301400.0,5.09,0.675,0.0205,0.0012499999999999994
vol2,S822,modified,301400.0,6.59,0.766,0.0237,0.0019500000000000003
vol2,S822,modified,301400.0,8.12,0.829,0.0276,0.0034999999999999996
vol2,S822,modified,301400.0,9.65,0.918,0.0338,0.0036499999999999987
vol2,S822,modified,301400.0,11.15,0.992,0.0427,0.00545
vol2,S822,modified,401800.0,-3.05,-0.041,0.0146,0.0007000000000000001
vol2,S822,modified,401800.0,-1.55,0.092,0.0145,0.0004000000000000002
vol2,S822,modified,401800.0,-0.05,0.225,0.0156,0.0004000000000000002
vol2,S822,modified,401800.0,1.5,0.371,0.0164,0.000449999999999999
vol2,S822,modified,401800.0,3.04,0.509,0.0178,0.0008500000000000001
vol2,S822,modified,401800.0,4.65,0.642,0.0198,0.00115
vol2,S822,modified,401800.0,6.08,0.742,0.0222,0.0017999999999999995
vol2,S822,modified,401800.0,7.61,0.834,0.0262,0.0026499999999999996
vol2,S822,modified,401800.0,9.16,0.902,0.0305,0.003349999999999999
vol2,S822,modified,401800.0,10.65,0.977,0.0373,0.004899999999999998
vol2,S823,modified,100700.0,-2.79,-0.197,0.0375,0.002149999999999999
vol2,S823,modified,100700.0,-1.22,-0.006,0.0379,0.000899999999999998
vol2,S823,modified,100700.0,0.31,0.169,0.0384,0.0014999999999999979
vol2,S823,modified,100700.0,1.84,0.385,0.0298,0.003300000000000001
vol2,S823,modified,100700.0,3.39,0.564,0.0231,0.00115
vol2,S823,modified,100700.0,4.92,0.713,0.0233,0.0007499999999999989
vol2,S823,modified,100700.0,6.43,0.805,0.0269,0.0008500000000000001
vol2,S823,modified,100700.0,7.97,0.888,0.0317,0.0009499999999999995
vol2,S823,modified,100700.0,9.48,0.957,0.0364,0.0009499999999999995
vol2,S823,modified,100700.0,10.99,1.004,0.0456,0.003599999999999999
vol2,S823,modified,201300.0,-3.69,-0.111,0.0259,0.0026999999999999993
vol2,S823,modified,201300.0,-2.25,0.001,0.0234,0.0015499999999999993
vol2,S823,modified,201300.0,-0.71,0.154,0.0212,0.0026
vol2,S823,modified,201300.0,0.81,0.303,0.0193,0.0005500000000000001
vol2,S823,modified,201300.0,2.36,0.44,0.0204,0.0012500000000000011
vol2,S823,modified,201300.0,3.91,0.574,0.0223,0.0005999999999999998
vol2,S823,modified,201300.0,5.41,0.699,0.0244,0.000700000000000001
vol2,S823,modified,201300.0,6.96,0.811,0.028,0.00045000000000000075
vol2,S823,modified,201300.0,8.47,0.904,0.0331,0.0008500000000000001
vol2,S823,modified,201300.0,9.97,0.969,0.0443,0.0023
vol2,S823,modified,201300.0,11.49,1.017,0.0649,0.00945
vol2,S823,modified,301900.0,-2.74,-0.052,0.0212,0.0023000000000000017
vol2,S823,modified,301900.0,-1.23,0.086,0.0186,0.0007500000000000007
vol2,S823,modified,301900.0,0.31,0.237,0.018,0.0010000000000000009
vol2,S823,modified,301900.0,1.81,0.371,0.0195,0.0009000000000000015
vol2,S823,modified,301900.0,3.37,0.519,0.0209,0.0005500000000000001
vol2,S823,modified,301900.0,4.84,0.646,0.0227,0.0005999999999999998
vol2,S823,modified,301900.0,6.43,0.767,0.0254,0.0005999999999999998
vol2,S823,modified,301900.0,7.8,0.855,0.0293,0.0013999999999999985
vol2,S823,modified,301900.0,9.47,0.936,0.038,0.0024999999999999988
vol2,S823,modified,301900.0,10.93,0.989,0.0531,0.0032499999999999994
vol2,S823,modified,402800.0,-2.75,-0.054,0.0196,0.0013000000000000008
vol2,S823,modified,402800.0,-1.22,0.09,0.0183,0.0010500000000000006
vol2,S823,modified,402800.0,0.41,0.244,0.0185,0.0006499999999999995
vol2,S823,modified,402800.0,1.85,0.401,0.0193,0.000449999999999999
vol2,S823,modified,402800.0,3.37,0.547,0.0203,0.0002500000000000002
vol2,S823,modified,402800.0,5.01,0.692,0.0222,0.0006499999999999995
vol2,S823,modified,402800.0,6.44,0.791,0.0247,0.0008500000000000001
vol2,S823,modified,402800.0,7.95,0.877,0.0291,0.0014000000000000002
vol2,S823,modified,402800.0,9.8,0.96,0.0404,0.003599999999999999
vol2,S823,modified,402800.0,11.01,0.999,0.0484,0.0114
vol3,SD7037 (E),modified,105616.0,-6.16,-0.415,0.041,0.0016000000000000007
vol3,SD7037 (E),modified,105616.0,-5.19,-0.346,0.0278,0.000449999999999999
vol3,SD7037 (E),modified,105616.0,-4.11,-0.266,0.0212,0.0005500000000000001
vol3,SD7037 (E),modified,105616.0,-2.96,-0.176,0.0161,0.0003999999999999993
vol3,SD7037 (E),modified,105616.0,-2.12,-0.099,0.0144,0.0011500000000000008
vol3,SD7037 (E),modified,105616.0,-1.07,0.037,0.013,0.0010499999999999997
vol3,SD7037 (E),modified,105616.0,0.01,0.228,0.0134,0.0003499999999999996
vol3,SD7037 (E),modified,105616.0,1.02,0.355,0.0137,0.0005500000000000001
vol3,SD7037 (E),modified,105616.0,2.01,0.448,0.0144,0.0007999999999999995
vol3,SD7037 (E),modified,105616.0,3.03,0.539,0.0154,0.0009999999999999992
vol3,SD7037 (E),modified,105616.0,4.13,0.641,0.0158,0.0010000000000000009
vol3,SD7037 (E),modified,105616.0,5.15,0.73,0.0163,0.0007500000000000007
vol3,SD7037 (E),modified,105616.0,6.13,0.82,0.0175,0.0007500000000000007
vol3,SD7037 (E),modified,105616.0,7.16,0.898,0.0207,0.0007499999999999989
vol3,SD7037 (E),modified,105616.0,8.21,0.976,0.025,0.002100000000000001
vol3,SD7037 (E),modified,105616.0,9.2,1.037,0.031,0.002250000000000002
vol3,SD7037 (E),modified,105616.0,10.22,1.086,0.0385,0.0023999999999999994
vol3,SD7037 (E),modified,105616.0,11.21,1.121,0.0507,0.0026000000000000016
vol3,SD7037 (E),modified,200149.0,-6.06,-0.429,0.0363,0.0015999999999999973
vol3,SD7037 (E),modified,200149.0,-4.83,-0.331,0.0209,0.0008999999999999998
vol3,SD7037 (E),modified,200149.0,-4.12,-0.272,0.0174,0.0006499999999999995
vol3,SD7037 (E),modified,200149.0,-2.94,-0.115,0.0129,0.001
vol3,SD7037 (E),modified,200149.0,-2.04,-0.002,0.0113,0.0018499999999999992
vol3,SD7037 (E),modified,200149.0,-1.04,0.103,0.0102,0.001
vol3,SD7037 (E),modified,200149.0,0.14,0.217,0.0097,0.0005999999999999998
vol3,SD7037 (E),modified,200149.0,1.0,0.309,0.0099,0.0005000000000000004
vol3,SD7037 (E),modified,200149.0,2.1,0.419,0.0099,0.0006000000000000007
vol3,SD7037 (E),modified,200149.0,3.07,0.524,0.0105,0.0003500000000000005
vol3,SD7037 (E),modified,200149.0,4.08,0.625,0.0113,0.0003999999999999993
vol3,SD7037 (E),modified,200149.0,5.1,0.728,0.0121,0.0003499999999999996
vol3,SD7037 (E),modified,200149.0,6.41,0.846,0.0149,0.0005000000000000004
vol3,SD7037 (E),modified,200149.0,7.22,0.916,0.0175,0.0002500000000000002
vol3,SD7037 (E),modified,200149.0,8.24,0.998,0.0209,0.0002500000000000002
vol3,SD7037 (E),modified,200149.0,9.16,1.062,0.0237,0.0005500000000000001
vol3,SD7037 (E),modified,200149.0,10.33,1.131,0.0297,0.0006499999999999995
vol3,SD7037 (E),modified,200149.0,11.19,1.17,0.0355,0.0011000000000000003
vol3,SD7037 (E),modified,200149.0,12.21,1.193,0.0454,0.005299999999999999
vol3,SD7037 (E),modified,299430.0,-6.33,-0.46,0.0498,0.0019500000000000003
vol3,SD7037 (E),modified,299430.0,-5.4,-0.382,0.0248,0.0006999999999999992
vol3,SD7037 (E),modified,299430.0,-3.97,-0.224,0.0158,0.0016500000000000004
vol3,SD7037 (E),modified,299430.0,-3.07,-0.108,0.011,0.0010499999999999997
vol3,SD7037 (E),modified,299430.0,-2.28,-0.021,0.0096,0.0008000000000000004
vol3,SD7037 (E),modified,299430.0,-1.11,0.096,0.0096,0.0004499999999999999
vol3,SD7037 (E),modified,299430.0,-0.1,0.2,0.0097,0.0005000000000000004
vol3,SD7037 (E),modified,299430.0,0.93,0.31,0.0092,0.0003499999999999996
vol3,SD7037 (E),modified,299430.0,1.87,0.405,0.009,0.00024999999999999935
vol3,SD7037 (E),modified,299430.0,2.89,0.514,0.0087,0.00019999999999999966
vol3,SD7037 (E),modified,299430.0,3.92,0.623,0.0096,0.0002500000000000002
vol3,SD7037 (E),modified,299430.0,4.92,0.723,0.0106,0.0003999999999999993
vol3,SD7037 (E),modified,299430.0,5.92,0.817,0.0125,0.00019999999999999966
vol3,SD7037 (E),modified,299430.0,7.02,0.917,0.0151,0.00020000000000000052
vol3,SD7037 (E),modified,299430.0,7.97,1.003,0.0173,9.99999999999994e-05
vol3,SD7037 (E),modified,299430.0,8.98,1.085,0.0197,0.0011999999999999997
vol3,SD7037 (E),modified,299430.0,9.97,1.151,0.0235,0.0007999999999999986
vol3,SD7037 (E),modified,299430.0,11.06,1.206,0.0295,0.0016000000000000007
vol3,SD7037 (E),modified,299430.0,12.06,1.233,0.0382,0.005000000000000001
vol3,SD7037 (E),modified,299430.0,13.02,1.233,0.0583,0.02145
vol3,SD7037 (E),modified,99678.0,-5.19,-0.272,0.041,0.0011000000000000003
vol3,SD7037 (E),modified,99678.0,-4.18,-0.192,0.0277,0.0008500000000000001
vol3,SD7037 (E),modified,99678.0,-3.11,-0.098,0.0207,0.0002500000000000002
vol3,SD7037 (E),modified,99678.0,-2.11,-0.003,0.0163,0.0007500000000000007
vol3,SD7037 (E),modified,99678.0,-1.06,0.117,0.0142,0.0007499999999999998
vol3,SD7037 (E),modified,99678.0,0.05,0.301,0.0152,0.0002500000000000002
vol3,SD7037 (E),modified,99678.0,0.99,0.429,0.0163,0.0007500000000000007
vol3,SD7037 (E),modified,99678.0,2.1,0.534,0.0162,0.0005500000000000001
vol3,SD7037 (E),modified,99678.0,3.1,0.618,0.0155,0.0004499999999999999
vol3,SD7037 (E),modified,99678.0,4.08,0.714,0.0158,0.00010000000000000113
vol3,SD7037 (E),modified,99678.0,5.11,0.82,0.017,0.0008999999999999998
vol3,SD7037 (E),modified,99678.0,6.14,0.918,0.0183,0.0005999999999999998
vol3,SD7037 (E),modified,99678.0,7.15,1.003,0.0206,0.0007999999999999986
vol3,SD7037 (E),modified,99678.0,8.25,1.083,0.0225,0.0010499999999999989
vol3,SD7037 (E),modified,99678.0,9.17,1.145,0.0256,0.001599999999999999
vol3,SD7037 (E),modified,99678.0,10.19,1.19,0.0312,0.0013499999999999988
vol3,SD7037 (E),modified,99678.0,11.22,1.226,0.0395,0.0026000000000000016
vol3,SD7037 (E),modified,199620.0,-4.48,-0.155,0.0198,0.00115
vol3,SD7037 (E),modified,199620.0,-3.65,-0.056,0.0156,0.00145
vol3,SD7037 (E),modified,199620.0,-2.34,0.1,0.0122,0.00145
vol3,SD7037 (E),modified,199620.0,-1.37,0.208,0.0107,0.00010000000000000026
vol3,SD7037 (E),modified,199620.0,-0.3,0.31,0.0093,0.0006499999999999995
vol3,SD7037 (E),modified,199620.0,0.67,0.41,0.0095,0.0006499999999999995
vol3,SD7037 (E),modified,199620.0,1.78,0.527,0.01,0.0007499999999999998
vol3,SD7037 (E),modified,199620.0,2.73,0.622,0.0106,0.0004999999999999996
vol3,SD7037 (E),modified,199620.0,3.76,0.722,0.0116,0.00014999999999999996
vol3,SD7037 (E),modified,199620.0,4.89,0.831,0.0128,0.0002999999999999999
vol3,SD7037 (E),modified,199620.0,5.85,0.923,0.0144,0.0005999999999999998
vol3,SD7037 (E),modified,199620.0,6.73,1.002,0.0161,0.00045000000000000075
vol3,SD7037 (E),modified,199620.0,7.73,1.088,0.0181,0.00015000000000000083
vol3,SD7037 (E),modified,199620.0,8.77,1.17,0.0207,0.0002500000000000002
vol3,SD7037 (E),modified,199620.0,9.9,1.232,0.0258,0.0010000000000000009
vol3,SD7037 (E),modified,199620.0,10.81,1.269,0.0317,0.0012500000000000011
vol3,SD7037 (E),modified,199620.0,11.78,1.296,0.0389,0.0038499999999999993
vol3,SD7037 (E),modified,299364.0,-4.96,-0.175,0.0225,0.0015000000000000013
vol3,SD7037 (E),modified,299364.0,-4.02,-0.07,0.0149,0.0013999999999999993
vol3,SD7037 (E),modified,299364.0,-2.96,0.046,0.0119,0.0002500000000000002
vol3,SD7037 (E),modified,299364.0,-1.95,0.15,0.0097,0.0005500000000000001
vol3,SD7037 (E),modified,299364.0,-0.95,0.25,0.0085,0.0005500000000000001
vol3,SD7037 (E),modified,299364.0,-0.24,0.315,0.0077,0.00020000000000000052
vol3,SD7037 (E),modified,299364.0,0.88,0.437,0.008,0.00035000000000000005
vol3,SD7037 (E),modified,299364.0,2.2,0.579,0.0087,0.0004499999999999999
vol3,SD7037 (E),modified,299364.0,3.2,0.681,0.0096,0.0005500000000000001
vol3,SD7037 (E),modified,299364.0,4.12,0.775,0.0104,0.0004999999999999996
vol3,SD7037 (E),modified,299364.0,5.14,0.875,0.0118,0.0003500000000000005
vol3,SD7037 (E),modified,299364.0,6.16,0.971,0.0131,0.00019999999999999966
vol3,SD7037 (E),modified,299364.0,7.15,1.063,0.0149,0.0002999999999999999
vol3,SD7037 (E),modified,299364.0,8.2,1.153,0.017,0.0003499999999999996
vol3,SD7037 (E),modified,299364.0,9.2,1.226,0.0197,0.0006000000000000016
vol3,SD7037 (E),modified,299364.0,10.17,1.277,0.0246,0.0016500000000000004
vol3,SD7037 (E),modified,299364.0,11.21,1.32,0.0305,0.0026499999999999996
vol3,SD7037 (E),modified,299364.0,12.23,1.338,0.0412,0.008999999999999998
vol3,SD7037 (E),modified,99786.0,-5.22,-0.222,0.0536,0.0017500000000000016
vol3,SD7037 (E),modified,99786.0,-4.17,-0.079,0.0306,0.0002999999999999999
vol3,SD7037 (E),modified,99786.0,-3.05,0.045,0.0228,0.0016500000000000004
vol3,SD7037 (E),modified,99786.0,-2.1,0.156,0.0191,0.0013000000000000008
vol3,SD7037 (E),modified,99786.0,-1.03,0.286,0.0165,0.0005000000000000004
vol3,SD7037 (E),modified,99786.0,0.02,0.431,0.0172,0.0005999999999999998
vol3,SD7037 (E),modified,99786.0,1.01,0.572,0.0167,0.0003499999999999996
vol3,SD7037 (E),modified,99786.0,2.03,0.665,0.0156,0.0008000000000000004
vol3,SD7037 (E),modified,99786.0,3.07,0.768,0.0149,0.0004000000000000002
vol3,SD7037 (E),modified,99786.0,4.11,0.856,0.0164,0.00015000000000000083
vol3,SD7037 (E),modified,99786.0,5.16,0.938,0.0179,0.0007499999999999989
vol3,SD7037 (E),modified,99786.0,6.16,1.019,0.0211,0.0010499999999999989
vol3,SD7037 (E),modified,99786.0,7.21,1.111,0.0235,0.00035000000000000135
vol3,SD7037 (E),modified,99786.0,8.2,1.195,0.0265,0.0012499999999999994
vol3,SD7037 (E),modified,99786.0,9.21,1.268,0.0285,0.0017999999999999995
vol3,SD7037 (E),modified,99786.0,10.25,1.326,0.0313,0.0012500000000000011
vol3,SD7037 (E),modified,99786.0,11.21,1.357,0.0352,0.0032000000000000015
vol3,SD7037 (E),modified,99786.0,12.26,1.373,0.0435,0.0009499999999999995
vol3,SD7037 (E),modified,99786.0,13.18,1.382,0.0542,0.0036500000000000005
vol3,SD7037 (E),modified,99786.0,14.18,1.369,0.0711,0.002150000000000006
vol3,SD7037 (E),modified,205042.0,-4.96,-0.015,0.0268,0.0005999999999999998
vol3,SD7037 (E),modified,205042.0,-3.97,0.09,0.0189,0.0008999999999999998
vol3,SD7037 (E),modified,205042.0,-2.92,0.196,0.016,0.00115
vol3,SD7037 (E),modified,205042.0,-1.63,0.338,0.012,0.00014999999999999996
vol3,SD7037 (E),modified,205042.0,-0.86,0.406,0.0109,0.0004999999999999996
vol3,SD7037 (E),modified,205042.0,0.01,0.486,0.0106,0.0013
vol3,SD7037 (E),modified,205042.0,1.03,0.603,0.0103,4.99999999999997e-05
vol3,SD7037 (E),modified,205042.0,2.05,0.699,0.0105,0.0003500000000000005
vol3,SD7037 (E),modified,205042.0,3.1,0.8,0.0116,0.0004499999999999999
vol3,SD7037 (E),modified,205042.0,4.15,0.897,0.0129,0.0002999999999999999
vol3,SD7037 (E),modified,205042.0,5.11,0.983,0.015,0.0002999999999999999
vol3,SD7037 (E),modified,205042.0,6.12,1.07,0.0173,0.00035000000000000135
vol3,SD7037 (E),modified,205042.0,7.33,1.178,0.0195,0.0001499999999999991
vol3,SD7037 (E),modified,205042.0,8.29,1.258,0.021,0.0002999999999999999
vol3,SD7037 (E),modified,205042.0,9.23,1.333,0.0228,0.0005499999999999984
vol3,SD7037 (E),modified,205042.0,10.21,1.382,0.0268,0.0026500000000000013
vol3,SD7037 (E),modified,205042.0,11.33,1.396,0.0369,0.004799999999999999
vol3,SD7037 (E),modified,205042.0,12.23,1.403,0.0466,0.0097
vol3,SD7037 (E),modified,298981.0,-5.11,-0.032,0.0298,0.0009999999999999992
vol3,SD7037 (E),modified,298981.0,-4.1,0.082,0.0161,0.0005999999999999998
vol3,SD7037 (E),modified,298981.0,-3.08,0.185,0.0126,0.00020000000000000052
