airfoil,Re,alpha,xfoil_converged,CL_xfoil,CD_xfoil,CL_nf,CD_nf,CD_spread5_counts
hq3512,200000.0,-2.0,1,0.2335,0.01293,0.24227457218673548,0.012561130751929626,3.5624703864361487
hq3512,200000.0,0.0,1,0.4405,0.01256,0.44637243090862705,0.01247553059505061,14.97198122352288
hq3512,200000.0,2.0,1,0.6521,0.01138,0.6598509163239805,0.011612456255656102,8.608650543615557
hq3512,200000.0,6.0,1,1.0686,0.01374,1.077159601828408,0.013647107757725123,3.6245229727900794
hq3512,200000.0,10.0,1,1.3309,0.02305,1.3635417007057533,0.023087677550607515,19.553090843329596
mrc16-85,1000000.0,-2.0,1,0.1323,0.00707,0.1330886323824214,0.007093703765741403,4.186330160502305
mrc16-85,1000000.0,0.0,1,0.3288,0.00506,0.3318692910939694,0.00505645028854559,9.611252852018866
mrc16-85,1000000.0,2.0,1,0.5803,0.00572,0.5836732962685701,0.005769551609790745,1.2323413300706527
mrc16-85,1000000.0,6.0,1,1.0061,0.00818,1.0075785368556767,0.008240803920029917,8.777018177095597
mrc16-85,1000000.0,10.0,1,1.3079,0.01656,1.305970507056569,0.016705423229717645,1.0063605529970696
mrc16-85,5000000.0,-2.0,1,0.1302,0.00571,0.13110037200611802,0.005745813390604614,2.0117535379064657
mrc16-85,5000000.0,0.0,1,0.3475,0.00481,0.35010412596103874,0.00480544811176953,4.502572579647944
mrc16-85,5000000.0,2.0,1,0.5613,0.00429,0.5625852663406575,0.004332724375771108,5.1408702298366515
mrc16-85,5000000.0,6.0,1,1.0203,0.00686,1.009175651298575,0.006879731165197327,4.578753410929629
mrc16-85,5000000.0,10.0,1,1.3768,0.01224,1.3703734964821102,0.012196034256479367,3.3625132302693252
oa212,200000.0,-2.0,1,-0.0738,0.01619,-0.08575944196766172,0.01726000895514574,29.774257154645422
oa212,200000.0,0.0,1,0.17,0.01282,0.17961574715828466,0.013271902720848392,12.346829075021889
oa212,200000.0,2.0,1,0.4042,0.01157,0.40381108774921753,0.011685207326476137,14.635635345225436
oa212,200000.0,6.0,1,0.8157,0.01435,0.8099306933519824,0.014357874908912015,11.994349975109081
oa212,200000.0,10.0,1,1.1718,0.02188,1.16843228876873,0.021978653720794335,18.90887178251161
sc20402,5000000.0,-2.0,0,,,-0.07713835038366101,0.0050699064633274,7.302819092571958
sc20402,5000000.0,0.0,0,,,0.15403553254236846,0.005018290828845712,5.8414719495962935
sc20402,5000000.0,2.0,0,,,0.38079581676079977,0.011266421713094285,45.74316166865062
sc20402,5000000.0,6.0,0,,,0.765746466083467,0.0758017919297754,387.1827104299669
sc20402,5000000.0,10.0,0,,,0.8510761070052479,0.14776153380966991,603.2328068188549
e393,5000000.0,-2.0,1,0.3263,0.00527,0.32724327894238264,0.005352062039091227,3.0868154345305934
e393,5000000.0,0.0,1,0.5574,0.00458,0.5574665303215355,0.0046197484358096045,3.4614206582798435
e393,5000000.0,2.0,1,0.7853,0.0048,0.7839839606982278,0.004807920465790709,2.7767528113092648
e393,5000000.0,6.0,1,1.1927,0.00837,1.204343686652244,0.00822165136895743,3.919093670144008
e393,5000000.0,10.0,1,1.5493,0.01434,1.568327905497421,0.013664759629944278,2.2198179527739734
oa212,5000000.0,-2.0,1,-0.1683,0.00665,-0.17635475033825454,0.006731420290429328,1.5490603595252113
oa212,5000000.0,0.0,1,0.0792,0.00662,0.07274287767242449,0.006846552357346928,5.629700883403397
oa212,5000000.0,2.0,1,0.3284,0.00561,0.32895959364540617,0.005966914888480951,5.258198144556603
oa212,5000000.0,6.0,1,0.8144,0.00677,0.829819121384235,0.006945404346216639,3.9996798630942756
oa212,5000000.0,10.0,1,1.2754,0.01156,1.2891014353880812,0.011426615114345827,5.862637566725632
hq3512,5000000.0,-2.0,1,0.2684,0.00544,0.2690851746787829,0.005234413754373265,3.6940065516776874
hq3512,5000000.0,0.0,1,0.491,0.00461,0.4874092229231569,0.004455055060986282,6.4012818524908015
hq3512,5000000.0,2.0,1,0.7049,0.00548,0.7016754808915184,0.00545606664650614,4.026923197463636
hq3512,5000000.0,6.0,1,1.1263,0.00795,1.127987417193874,0.007726246260572771,3.959003673182082
hq3512,5000000.0,10.0,1,1.4453,0.01374,1.4847409971652357,0.012753758771764693,4.35189139384725
raf33,1000000.0,-2.0,1,0.0482,0.01003,0.026300938573105226,0.009391720214486674,3.3594135057886385
raf33,1000000.0,0.0,1,0.2602,0.00887,0.24598109839132182,0.008704865374937202,1.9981385555192972
raf33,1000000.0,2.0,1,0.5064,0.00637,0.47370989778867384,0.006704312902443145,4.768951070007101
raf33,1000000.0,6.0,1,1.0549,0.00872,1.0516584300062453,0.008580884643068264,3.8040616566225975
raf33,1000000.0,10.0,1,1.4017,0.01471,1.4157677230475083,0.011745054661962092,24.676744516028016
tsagi_r3a,1000000.0,-2.0,1,0.0332,0.00959,0.04766509753773018,0.009390447674547718,6.42845469225356
tsagi_r3a,1000000.0,0.0,1,0.2604,0.00802,0.27047270561337133,0.007150276635793036,10.573934129190203
tsagi_r3a,1000000.0,2.0,1,0.5058,0.00718,0.50992415845155,0.006920971020928079,9.88510915530801
tsagi_r3a,1000000.0,6.0,1,0.9407,0.00937,0.9527353204120766,0.009091528276310462,5.258772969516517
tsagi_r3a,1000000.0,10.0,1,1.3689,0.0124,1.3928991133596704,0.01275738082230016,10.412268214635267
goe199,1000000.0,-2.0,0,,,0.2649919315793056,0.012310700330702994,24.55360360656484
goe199,1000000.0,0.0,0,,,0.4960605393736976,0.008525402708282665,4.789414389512036
goe199,1000000.0,2.0,0,,,0.7268628608695058,0.009285464563884812,14.782884135199607
goe199,1000000.0,6.0,0,,,1.1674249185850023,0.009838682791265528,2.2383037080743984
goe199,1000000.0,10.0,0,,,1.5584369883657645,0.015857073345405953,14.487384356003021
e71,5000000.0,-2.0,0,,,0.5067949675157739,0.004001853444546498,11.609885747239915
e71,5000000.0,0.0,0,,,0.7144354044202297,0.004446597705855187,10.793403407352427
e71,5000000.0,2.0,0,,,0.9236834617625556,0.005867184984975745,5.631494905963992
e71,5000000.0,6.0,0,,,1.330718743340997,0.010009800707739594,0.4924280954256115
e71,5000000.0,10.0,0,,,1.704412743010838,0.01702924885546549,2.265932521299252
tsagi_r3a,5000000.0,-2.0,1,0.0319,0.00707,0.04643065516002365,0.007051968404957929,1.9697227780518263
tsagi_r3a,5000000.0,0.0,1,0.2638,0.0071,0.28111169162053334,0.006648970239268488,1.8743819667784138
tsagi_r3a,5000000.0,2.0,1,0.4928,0.00607,0.511835759166789,0.005455245851217247,9.24338225060643
tsagi_r3a,5000000.0,6.0,1,0.9546,0.00619,0.9731835331298088,0.00638908027538421,3.887610637038465
tsagi_r3a,5000000.0,10.0,1,1.39,0.00934,1.4186463611843478,0.008850357314387602,8.03576607122731
c141a,200000.0,-2.0,1,-0.2635,0.01553,-0.27880000800523186,0.015754843474056715,17.105245518598753
c141a,200000.0,0.0,1,0.0126,0.0174,-0.00337810368610425,0.016946759408183926,36.30689039887971
c141a,200000.0,2.0,1,0.4327,0.01492,0.40755865867217533,0.015538443817700845,24.34088083054814
c141a,200000.0,6.0,1,0.7714,0.0175,0.7832502317855322,0.01795504572800604,4.730196110476238
c141a,200000.0,10.0,1,1.0494,0.03089,1.059996738501874,0.030845876315050497,6.599413571206532
sc20402,1000000.0,-2.0,0,,,-0.09036234674395405,0.007416222675406199,15.165402501101525
sc20402,1000000.0,0.0,0,,,0.14242351803726527,0.004194301524854802,23.07372241092161
sc20402,1000000.0,2.0,0,,,0.3567425693387478,0.014748333445713283,23.50314073052414
sc20402,1000000.0,6.0,0,,,0.7447671155199886,0.07980927198619166,180.404205175404
sc20402,1000000.0,10.0,0,,,0.8406992819890468,0.14972968623584582,334.45040647100524
usa28,200000.0,-2.0,1,0.1487,0.01374,0.14680472478141585,0.013739344488191262,11.138398900815398
usa28,200000.0,0.0,1,0.3729,0.01336,0.3869251503811983,0.013073728425997829,10.20275699048053
usa28,200000.0,2.0,1,0.5787,0.01267,0.6714531416111774,0.011926687347997995,12.553448099488062
usa28,200000.0,6.0,1,1.0872,0.01435,1.0941439191292903,0.014198877907875513,5.273820813536875
usa28,200000.0,10.0,1,1.1193,0.02711,1.123926518823172,0.028348814244250915,25.798971464298763
raf33,5000000.0,-2.0,1,0.0287,0.00662,0.010485240137554197,0.006594964180868503,3.859428194064084
raf33,5000000.0,0.0,1,0.2485,0.0063,0.23757246920870662,0.006249803303489486,2.0820030751729934
raf33,5000000.0,2.0,1,0.4657,0.00607,0.46036937697484126,0.006076452496592763,3.008692833553926
raf33,5000000.0,6.0,1,0.9119,0.00594,0.8790240391019297,0.005350052728882766,3.661903616955821
raf33,5000000.0,10.0,1,1.3257,0.01265,1.339668666953108,0.010606375217426793,4.927065182502108
goe124,1000000.0,-2.0,0,,,0.339361662049708,0.010094572444696621,8.596129917970535
goe124,1000000.0,0.0,0,,,0.5739826510589823,0.008221475697378017,2.879993500677098
goe124,1000000.0,2.0,0,,,0.8081796305028583,0.007037691150772246,7.9579914083222505
goe124,1000000.0,6.0,0,,,1.2537780355969508,0.008871400476538303,6.3408737040284056
goe124,1000000.0,10.0,0,,,1.6301992072071465,0.01688232807837505,1.2425808798707805
c141a,5000000.0,-2.0,1,-0.0219,0.00478,-0.026484047886645212,0.004829175056838235,3.8287177882800982
c141a,5000000.0,0.0,1,0.1686,0.00415,0.17104645608510594,0.004094319826321263,8.151344272556756
c141a,5000000.0,2.0,1,0.3562,0.00555,0.356824644882916,0.00559501969678497,1.0160129505191235
c141a,5000000.0,6.0,1,0.7676,0.00774,0.7640858033326948,0.007816154971612645,2.0647158091523057
c141a,5000000.0,10.0,1,1.1952,0.01108,1.1871610327689261,0.011005877170010838,2.4976036199785003
usa40b,1000000.0,-2.0,1,0.2808,0.0091,0.28298123776261624,0.009017545018614861,8.468512114681998
usa40b,1000000.0,0.0,1,0.4961,0.00897,0.5035944737244658,0.008722393539229349,6.556254549691248
usa40b,1000000.0,2.0,1,0.7094,0.00873,0.7250897419715496,0.008778265270493737,3.905553521655024
usa40b,1000000.0,6.0,1,1.14,0.01056,1.161901770545958,0.010440820901015517,2.210462389993003
usa40b,1000000.0,10.0,1,1.5258,0.01395,1.5757912819859712,0.014043766030985536,15.007014335126165
usa40b,5000000.0,-2.0,1,0.2898,0.00727,0.28929738483639905,0.007101418799606869,4.241242719361998
usa40b,5000000.0,0.0,1,0.5153,0.00716,0.5200066596971179,0.0069787889474657895,1.5185060128192034
usa40b,5000000.0,2.0,1,0.7382,0.00692,0.7474040150668655,0.006802586088070163,2.5626881722304753
usa40b,5000000.0,6.0,1,1.1774,0.00762,1.201850276929155,0.0076183589416042195,3.249535532622999
usa40b,5000000.0,10.0,1,1.5991,0.0093,1.6303438902075968,0.009590922967301938,4.9270195193807345
hq3512,1000000.0,-2.0,1,0.2635,0.00654,0.25938223519617704,0.0060127977419067585,9.775809856764038
hq3512,1000000.0,0.0,0,,,0.48279642359684294,0.005773483345866543,3.7374148283994457
hq3512,1000000.0,2.0,1,0.7048,0.00616,0.7048828853465455,0.006161211287406703,2.716421745746836
hq3512,1000000.0,6.0,1,1.0929,0.00976,1.0956737696779886,0.009787725341262673,2.2054764034322614
hq3512,1000000.0,10.0,1,1.3597,0.0182,1.4266553401020288,0.01599644060625029,13.501525721972934
oa212,1000000.0,-2.0,1,-0.1582,0.00879,-0.16677517538292996,0.009081901087810942,2.401582687231712
oa212,1000000.0,0.0,0,,,0.07739626327620702,0.007788563818689991,7.090491286452722
oa212,1000000.0,2.0,1,0.3101,0.00636,0.3045117252056161,0.006333470407453651,4.339237067319405
oa212,1000000.0,6.0,1,0.7618,0.00853,0.7723500280669602,0.008630900487773254,7.29376993705207
oa212,1000000.0,10.0,1,1.2125,0.01557,1.2257884544577153,0.014997425096605257,3.3881998272212996
usa28,5000000.0,-2.0,1,0.1523,0.00569,0.14569334648281734,0.005317717975471304,1.3436190670203587
usa28,5000000.0,0.0,1,0.347,0.00602,0.3451117334040714,0.005380060324890983,0.7417606583534284
usa28,5000000.0,2.0,1,0.5326,0.00596,0.5452586853587243,0.00567508547007579,2.3775362749720723
usa28,5000000.0,6.0,1,0.8781,0.00777,0.8771450619501777,0.008208501873950459,7.222153096733009
usa28,5000000.0,10.0,1,1.2819,0.01272,1.3850786267433648,0.013259958628878073,9.380333418205627
e422,5000000.0,-2.0,1,0.4832,0.00693,0.47796168776220127,0.006852153026192981,2.9716761017402162
e422,5000000.0,0.0,1,0.7095,0.00641,0.7028650432004475,0.006450672041852533,3.5440529219738903
e422,5000000.0,2.0,1,0.9356,0.00648,0.925826056063204,0.006586822346100971,3.0341182100064414
e422,5000000.0,6.0,1,1.3976,0.00637,1.3906562022160367,0.0066647221129769165,2.3356581642472363
e422,5000000.0,10.0,1,1.771,0.00884,1.7854927360782114,0.008956299193087405,8.299153123650337
e422,1000000.0,-2.0,1,0.4636,0.00937,0.4620756263966848,0.0096023981747034,4.537133299826988
e422,1000000.0,0.0,1,0.6837,0.00917,0.6797235170476262,0.009131640106034998,3.663125392806953
e422,1000000.0,2.0,1,0.9021,0.00936,0.8965834386252787,0.00941896162540972,6.91932567236913
e422,1000000.0,6.0,1,1.3369,0.00977,1.3433204227043714,0.00984490402058472,6.121753794974417
e422,1000000.0,10.0,1,1.6921,0.01229,1.71065189779794,0.012579403534277271,6.515506855627601
goe592,200000.0,-2.0,1,0.5487,0.02058,0.5734332489323941,0.019829444651040154,19.382640360903583
goe592,200000.0,0.0,1,0.7649,0.01778,0.787965853134873,0.017421128502450013,19.263800055260848
goe592,200000.0,2.0,1,0.9928,0.01547,0.9998153706730044,0.015339839037085903,22.33817222995845
goe592,200000.0,6.0,1,1.3518,0.01832,1.399030088789237,0.01816792415672005,20.48561666319927
goe592,200000.0,10.0,1,1.5495,0.02396,1.652274969970645,0.02390771233706266,48.022373757891714
goe592,5000000.0,-2.0,1,0.5894,0.00601,0.600692747023204,0.006017381349833344,1.9811297972238944
goe592,5000000.0,0.0,1,0.8076,0.00606,0.8236906621891701,0.006057854192308744,4.950817356185232
goe592,5000000.0,2.0,1,1.0078,0.00655,1.0371777539806997,0.006355558252023973,8.303328066927616
goe592,5000000.0,6.0,1,1.3843,0.00787,1.4166990250120568,0.007484564934320611,13.311925639859423
goe592,5000000.0,10.0,1,1.5833,0.01852,1.6299080666032961,0.017522125299725348,12.219795718053268
tsagi_r3a,200000.0,-2.0,1,0.0376,0.01451,0.043536504500095496,0.014712779280094849,10.609673769551298
tsagi_r3a,200000.0,0.0,0,,,0.291028710226105,0.011591482926727155,1.7153618869017104
tsagi_r3a,200000.0,2.0,1,0.4986,0.01291,0.5019813500546726,0.012762965165257076,7.395773446580555
tsagi_r3a,200000.0,6.0,1,0.923,0.01665,0.9377491142168825,0.016953340052414903,5.787229793227482
tsagi_r3a,200000.0,10.0,1,1.3146,0.02477,1.3475558227424869,0.024281854763009134,40.011638348374824
c141a,1000000.0,-2.0,1,-0.0366,0.00569,-0.03679088563647154,0.005646266492658935,8.074599030327665
c141a,1000000.0,0.0,1,0.1756,0.00509,0.17472106730996562,0.005109330677311212,6.492872156602085
c141a,1000000.0,2.0,0,,,0.3827619963037242,0.0052153807677827665,12.640950455574622
c141a,1000000.0,6.0,1,0.7757,0.01116,0.7684311389895226,0.011164278326322071,3.8937248500103827
c141a,1000000.0,10.0,1,1.099,0.01599,1.1045506649701633,0.01622246074384986,4.227881350162797
e475,1000000.0,-2.0,1,-0.1979,0.00819,-0.19375521356657247,0.008260956427536372,6.226156909601675
e475,1000000.0,0.0,1,0.0,0.00865,-1.27675647831893e-15,0.008942512465972252,14.678505826507216
e475,1000000.0,2.0,1,0.1979,0.00819,0.19375521356656855,0.008260956427536284,6.226156909600097
e475,1000000.0,6.0,1,0.5916,0.0093,0.6054350776067939,0.009486003776924089,7.323329631648435
e475,1000000.0,10.0,1,1.1443,0.01292,1.132754600696478,0.012835640280710464,5.838121485203223
e475,200000.0,-2.0,1,-0.268,0.0144,-0.2669864789567916,0.014423147276130097,16.23771394772995
e475,200000.0,0.0,1,0.0,0.01072,-3.0531133177191805e-15,0.0112009485717693,9.507653339402983
e475,200000.0,2.0,1,0.2679,0.0144,0.2669864789567899,0.014423147276130213,16.237713947730438
e475,200000.0,6.0,1,0.8228,0.01853,0.8101995792225516,0.01831068092478473,18.490031105984176
e475,200000.0,10.0,1,1.1151,0.02439,1.1081952030768651,0.024143375696401098,31.516684052994744
raf33,200000.0,-2.0,1,0.0629,0.02118,0.055282985216384084,0.01925747047872483,11.967818297214938
raf33,200000.0,0.0,1,0.278,0.01672,0.2628308832405112,0.015783224354794435,6.058529960833309
raf33,200000.0,2.0,0,,,0.6269482383339646,0.013914941511420835,13.944585432316101
raf33,200000.0,6.0,1,1.0648,0.01614,1.0196715739176914,0.016471760783800173,12.806335174438688
raf33,200000.0,10.0,1,1.366,0.01991,1.3634668445136469,0.020449900462179434,7.333594002439242
e475,5000000.0,-2.0,1,-0.2218,0.00676,-0.22048465939818118,0.006916775822452476,5.123513953000795
e475,5000000.0,0.0,1,0.0,0.0068,-3.885780586188048e-16,0.006954496726120049,3.1656808876404705
e475,5000000.0,2.0,1,0.2218,0.00677,0.22048465939817946,0.006916775822452457,5.123513953001636
e475,5000000.0,6.0,1,0.6418,0.00611,0.6379567747187087,0.006221671164461021,4.753568446225877
e475,5000000.0,10.0,1,1.0492,0.00845,1.052338383314485,0.008707099232794372,5.2803447439748155
naca16015,1000000.0,-2.0,1,-0.21,0.00588,-0.22026592903257747,0.005709677718189609,8.00914319900186
naca16015,1000000.0,0.0,1,-0.0,0.00625,3.608224830031759e-16,0.005820558068815927,2.139475443266297
naca16015,1000000.0,2.0,1,0.2101,0.00588,0.22026592903257797,0.0057096777181896196,8.009143199001409
naca16015,1000000.0,6.0,1,0.4286,0.01169,0.4396283731034331,0.011711669943855757,9.887141260567518
naca16015,1000000.0,10.0,1,0.8187,0.01748,0.8061626292981972,0.017490488467949237,22.31178425444364
naca16015,5000000.0,-2.0,1,-0.1239,0.00438,-0.1412498996229327,0.004099151605742645,11.770588565340113
naca16015,5000000.0,0.0,1,-0.0,0.00299,-3.608224830031759e-16,0.003033640601144762,13.913638973498225
naca16015,5000000.0,2.0,1,0.124,0.00439,0.14124989962293272,0.004099151605742638,11.770588565340224
naca16015,5000000.0,6.0,1,0.4772,0.00771,0.46888020086680304,0.007615166403445695,5.675302057087574
naca16015,5000000.0,10.0,1,0.8587,0.01058,0.8541305185113134,0.010889242139015619,10.445235562343349
usa28,1000000.0,-2.0,1,0.158,0.00744,0.17186923944068927,0.006929460737305782,1.8287654658315917
usa28,1000000.0,0.0,1,0.3537,0.00731,0.3638154953494963,0.006949363065200438,3.303437290686174
usa28,1000000.0,2.0,1,0.5465,0.00754,0.5520975800109922,0.00741072205412772,6.947263062990076
usa28,1000000.0,6.0,1,0.8663,0.00938,1.1035917033823672,0.009023380411833598,8.143833688964309
usa28,1000000.0,10.0,0,,,1.2474495065190794,0.01900074688563682,2.698364137441907
naca16015,200000.0,-2.0,1,-0.2973,0.02922,-0.3161754908342057,0.029701706655923785,114.79693083534693
naca16015,200000.0,0.0,1,-0.0,0.02996,3.3306690738754696e-16,0.03154138206719956,105.80185796316567
naca16015,200000.0,2.0,1,0.2974,0.02921,0.31617549083420604,0.029701706655923813,114.79693083534674
naca16015,200000.0,6.0,1,0.8765,0.02545,0.8260096942596149,0.02539466497527374,31.811696500937995
naca16015,200000.0,10.0,1,1.0629,0.05029,1.0754019297633308,0.04568631992463996,112.01054835398467
usa40b,200000.0,-2.0,0,,,0.2872617095367385,0.012483265173675644,12.392978507289216
usa40b,200000.0,0.0,1,0.4651,0.01204,0.48081367142363063,0.012361746064798245,2.25897674828902
usa40b,200000.0,2.0,1,0.6762,0.0135,0.6855575472763413,0.01349869485902757,7.870928062169626
usa40b,200000.0,6.0,1,1.1055,0.01959,1.132527768626398,0.019309191145400268,21.733211900258656
usa40b,200000.0,10.0,1,1.4943,0.02919,1.5301205720969473,0.027085261672653124,47.525361283036574
mh95,200000.0,-2.0,1,-0.1602,0.01634,-0.14320321788405302,0.016496374353684718,29.08166834203285
mh95,200000.0,0.0,1,0.1403,0.01526,0.15646953847396156,0.015452218938296697,18.890638946499372
mh95,200000.0,2.0,1,0.4027,0.01455,0.39401497055963264,0.01415291798880417,9.397261183830032
mh95,200000.0,6.0,1,0.7423,0.01661,0.7605452815136444,0.016730697781404534,2.1601603897103416
mh95,200000.0,10.0,1,0.9918,0.02336,1.056071723425827,0.023962458404977075,18.746204718951205
e682,1000000.0,-2.0,1,0.1277,0.00733,0.11568450343113987,0.006325831888440939,8.75679151954167
e682,1000000.0,0.0,1,0.3403,0.00773,0.3445717202500006,0.006739081854558778,9.137007826327293
e682,1000000.0,2.0,1,0.5616,0.00794,0.5735480857133582,0.007408851271499984,13.488575850099279
e682,1000000.0,6.0,1,0.9581,0.00865,0.9728504214193134,0.008184448240100353,8.872967216113446
e682,1000000.0,10.0,1,1.0741,0.02011,1.1038740353240577,0.02172544018687485,21.340761231884027
mh95,5000000.0,-2.0,1,0.0274,0.00527,0.028528195894872543,0.005277653778156972,3.4111518951953927
mh95,5000000.0,0.0,1,0.2258,0.00484,0.225992619380786,0.004938030240659398,2.9799646261118897
mh95,5000000.0,2.0,1,0.4335,0.00573,0.43613015648339565,0.005676371768569862,1.7649242625004165
mh95,5000000.0,6.0,1,0.8355,0.00783,0.8468806044032327,0.007768129200540766,3.4862883607726833
mh95,5000000.0,10.0,1,1.1832,0.01038,1.2192373728732813,0.010319332041785832,3.494320188734447
goe692,200000.0,-2.0,1,0.3361,0.01624,0.3433038018783529,0.015952643195617434,14.97268482368249
goe692,200000.0,0.0,1,0.5387,0.01355,0.5525387757126123,0.013761291533140084,19.609805886728424
goe692,200000.0,2.0,1,0.8117,0.01402,0.8230284850103939,0.01390839589634918,13.674745458650671
goe692,200000.0,6.0,1,1.1918,0.01597,1.1949195817540046,0.016140392232060624,19.36633641573324
goe692,200000.0,10.0,1,1.4223,0.02241,1.41122991055884,0.02229492398743489,15.111033332046961
e422,200000.0,-2.0,1,0.4591,0.01664,0.46315004074198335,0.01659964499822884,19.104815685320535
e422,200000.0,0.0,1,0.6753,0.01721,0.6759919309709989,0.01662582205877383,7.943130414547992
e422,200000.0,2.0,1,0.8813,0.01686,0.9150128549152099,0.016513785792583762,23.37117109810823
e422,200000.0,6.0,0,,,1.3193720168745982,0.02094379964489393,40.60918908421591
e422,200000.0,10.0,1,1.6428,0.02849,1.6709740707059937,0.02795549686285441,51.97754994799745
e682,5000000.0,-2.0,1,0.1516,0.00604,0.1492451332311125,0.005785847138746361,3.8734341858631063
e682,5000000.0,0.0,1,0.3645,0.00321,0.36593343594276506,0.003690748186211366,10.914541721153059
e682,5000000.0,2.0,1,0.5952,0.00377,0.5933295438854459,0.003823882020358335,7.540743388048613
e682,5000000.0,6.0,1,0.957,0.00787,0.9661187598816621,0.007535553340958513,8.281052568890473
e682,5000000.0,10.0,1,1.1525,0.01577,1.1988470180111623,0.015813780463921224,14.947903003745683
goe692,1000000.0,-2.0,1,0.3481,0.00835,0.3534181460530614,0.008257260330232271,3.1228179868463513
goe692,1000000.0,0.0,1,0.574,0.0082,0.5745528763879099,0.00817037965015687,4.62642673723956
goe692,1000000.0,2.0,1,0.7767,0.0069,0.7797068477097042,0.006974309344561941,6.599891812434496
goe692,1000000.0,6.0,1,1.194,0.00929,1.1989610115188145,0.00899958720185559,6.141210361387469
goe692,1000000.0,10.0,1,1.4617,0.01696,1.4618154155703271,0.016857051483624305,13.855134509129021
goe692,5000000.0,-2.0,1,0.3582,0.00621,0.3589520460178697,0.006138923279695376,1.4403408931356123
goe692,5000000.0,0.0,1,0.5896,0.00608,0.5901448863513029,0.006090241977227927,1.9378274965528834
goe692,5000000.0,2.0,1,0.8135,0.00647,0.8144638305678182,0.006284052666808258,2.8830990258051257
goe692,5000000.0,6.0,1,1.2192,0.00788,1.2268691150671367,0.007699237324505868,0.9443310287945723
goe692,5000000.0,10.0,1,1.5269,0.01333,1.547912428161383,0.012016161754141086,2.4808484164481373
goe289,200000.0,-2.0,1,0.408,0.01515,0.4207192399268701,0.01477228271794121,25.034251603754438
goe289,200000.0,0.0,1,0.5968,0.01429,0.6152562412193606,0.014155412489110383,23.241199495390926
goe289,200000.0,2.0,1,0.8703,0.0144,0.8685269415359141,0.014315481517614677,15.977381653241844
goe289,200000.0,6.0,1,1.2088,0.0185,1.2424644480049643,0.01880952834127089,14.28541654270428
goe289,200000.0,10.0,1,1.5289,0.0253,1.58564504081918,0.02532764395682941,30.63656459421686
du-80-176-v1,1000000.0,-2.0,1,0.2767,0.00784,0.2834419959480631,0.006943236125040374,1.0946508855469266
du-80-176-v1,1000000.0,0.0,1,0.4978,0.0089,0.5135885699510108,0.007381634152466774,9.910651061231096
du-80-176-v1,1000000.0,2.0,1,0.7201,0.00897,0.7399623067919505,0.007813243908687225,5.589237788375355
du-80-176-v1,1000000.0,6.0,1,1.1367,0.00981,1.1764589349817252,0.009166792489117198,3.966603723427383
du-80-176-v1,1000000.0,10.0,1,1.3451,0.01662,1.4445184375206699,0.017385511467918602,16.50903082963496
du-80-176-v1,5000000.0,-2.0,1,0.3034,0.0042,0.30106265431816936,0.004397660984420865,11.654243916494915
du-80-176-v1,5000000.0,0.0,1,0.5375,0.0043,0.5477963186592286,0.004501714238919175,5.216081717240037
du-80-176-v1,5000000.0,2.0,1,0.765,0.0049,0.7803044611301013,0.004943158589110946,3.2568159546869127
du-80-176-v1,5000000.0,6.0,1,1.1742,0.00737,1.2033978587944638,0.007668240894324749,8.05913820357546
du-80-176-v1,5000000.0,10.0,1,1.3973,0.01355,1.4879956462800454,0.015075589501737796,3.2558141950003727
usa34,1000000.0,-2.0,1,0.4024,0.00944,0.40801298811756265,0.009281493978627306,1.6479039170187553
usa34,1000000.0,0.0,1,0.5375,0.01014,0.5804835134978809,0.00938033155370727,6.187644256381991
usa34,1000000.0,2.0,1,0.695,0.01092,0.7489679847280749,0.009948663125775822,6.57914657831422
usa34,1000000.0,6.0,1,1.2864,0.01299,1.3133510566681086,0.012688746469893247,13.956577479952957
usa34,1000000.0,10.0,1,1.5297,0.02126,1.5485900888966326,0.021231716397300683,22.244241336754968
b707e,1000000.0,-2.0,0,,,0.004998288066674683,0.008326335239310768,7.983441183024194
b707e,1000000.0,0.0,0,,,0.20887613437319752,0.005395419669729258,5.684036720430491
b707e,1000000.0,2.0,0,,,0.4504846055145721,0.0049242496201234425,3.723090220587883
b707e,1000000.0,6.0,0,,,0.8389590007558096,0.010906593789039541,5.29761213584945
b707e,1000000.0,10.0,0,,,1.122558613185223,0.028846037211949026,54.26196487525309
usa34,200000.0,-2.0,1,0.4826,0.01925,0.4988291287059545,0.018551333032769107,20.7963485541841
usa34,200000.0,0.0,1,0.6325,0.01717,0.6997580078732134,0.01721896615654156,36.06648761715313
usa34,200000.0,2.0,1,0.7768,0.01715,0.8939221085479125,0.01741170449437369,18.39318891320208
usa34,200000.0,6.0,1,1.3371,0.02096,1.3846607944173794,0.02046767721080283,24.723908004360208
usa34,200000.0,10.0,1,1.526,0.02853,1.5739134328086806,0.027302249795032547,48.622602404118226
du-80-176-v1,200000.0,-2.0,1,0.2528,0.02597,0.19100310044402558,0.024998946153837836,96.59198644498352
du-80-176-v1,200000.0,0.0,1,0.5154,0.02499,0.41020012316907867,0.023456848129440464,75.51178282958624
du-80-176-v1,200000.0,2.0,1,0.6452,0.02325,0.5616515993194189,0.02153320976974862,57.706219521970155
du-80-176-v1,200000.0,6.0,1,0.928,0.02015,0.9845243782670435,0.019849115252080066,38.41156944100172
