source,airfoil,config,geom_kind,Re,alpha,CL_meas,CD_meas,u_cd_span,CL_xxsmall,CL_xsmall,CL_small,CL_medium,CL_large,CL_xlarge,CL_xxlarge,CL_xxxlarge,CD_xxsmall,CD_xsmall,CD_small,CD_medium,CD_large,CD_xlarge,CD_xxlarge,CD_xxxlarge,conf_xlarge,tc
vol3,SD7062 (B),clean,nominal,200400.0,11.55,1.202,0.0877,0.03855,1.51902,1.51023,1.51556,1.51347,1.53020,1.51760,1.51644,1.51606,0.028382,0.027866,0.028849,0.027968,0.027418,0.027422,0.027457,0.027332,0.9896,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,-5.35,-0.107,0.016,0.0006499999999999995,-0.10213,-0.08574,-0.09643,-0.10774,-0.10186,-0.10334,-0.10512,-0.10435,0.015468,0.014925,0.014740,0.014581,0.014493,0.014400,0.014513,0.014490,0.9859,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,-3.73,0.058,0.0129,0.0003999999999999993,0.08686,0.08225,0.07011,0.06630,0.06688,0.06915,0.06893,0.06829,0.012796,0.012362,0.012377,0.012362,0.012253,0.012313,0.012288,0.012267,0.9741,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,-2.11,0.236,0.0105,0.0004499999999999999,0.25971,0.24737,0.23890,0.24352,0.23815,0.23959,0.24268,0.24165,0.011125,0.010788,0.010454,0.010502,0.009999,0.010032,0.010092,0.010049,0.9732,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,-0.66,0.38,0.0103,0.0003499999999999996,0.40507,0.39212,0.39167,0.39467,0.39310,0.39401,0.39640,0.39804,0.010320,0.009624,0.009893,0.009764,0.009674,0.009749,0.009645,0.009640,0.9806,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,1.02,0.582,0.0105,0.0005499999999999993,0.57801,0.56522,0.57155,0.57297,0.56805,0.56601,0.56821,0.56754,0.010444,0.009909,0.010069,0.009697,0.009541,0.009632,0.009525,0.009443,0.9827,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,2.57,0.75,0.0111,0.0005499999999999993,0.74589,0.73449,0.74852,0.75476,0.75249,0.75221,0.74794,0.75033,0.011209,0.010521,0.010651,0.010303,0.010176,0.010157,0.010161,0.010184,0.9866,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,4.17,0.927,0.0123,0.0005000000000000004,0.92300,0.90888,0.92215,0.91954,0.91715,0.91788,0.91821,0.91956,0.012197,0.011610,0.011695,0.011398,0.011411,0.011582,0.011473,0.011583,0.9894,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,5.72,1.085,0.014,0.0006500000000000004,1.09100,1.06817,1.07903,1.07147,1.07435,1.07692,1.07707,1.07685,0.013268,0.013130,0.013083,0.013063,0.013218,0.013329,0.013112,0.013302,0.9902,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,7.21,1.23,0.0156,0.0009000000000000006,1.23972,1.21383,1.22171,1.21478,1.22082,1.22026,1.22096,1.22168,0.014699,0.014833,0.014895,0.015085,0.015147,0.015097,0.015050,0.015205,0.9903,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,8.67,1.362,0.0175,0.0008500000000000001,1.36386,1.34585,1.34837,1.34317,1.34910,1.34618,1.34695,1.34990,0.016901,0.016757,0.017390,0.017385,0.017373,0.017135,0.017360,0.017378,0.9903,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,10.21,1.48,0.0208,0.0007499999999999989,1.46468,1.45893,1.45488,1.45093,1.45644,1.45362,1.45217,1.45144,0.020578,0.019802,0.021227,0.020587,0.020547,0.020247,0.020418,0.020383,0.9902,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,11.69,1.569,0.0258,0.0009499999999999995,1.53162,1.52628,1.52462,1.51872,1.52979,1.52764,1.52501,1.52210,0.026038,0.025255,0.026636,0.025604,0.025251,0.024997,0.025007,0.025018,0.9902,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,13.23,1.628,0.0351,0.004150000000000001,1.57326,1.54848,1.56753,1.55907,1.57032,1.56890,1.56410,1.56512,0.034605,0.035372,0.035459,0.034422,0.033662,0.034225,0.033953,0.033606,0.9898,0.1401
vol3,SD7062 (B),clean,nominal,299500.0,14.67,1.652,0.054,0.017550000000000003,1.58220,1.53914,1.57906,1.56863,1.56674,1.56216,1.55843,1.55921,0.046663,0.050188,0.049261,0.047287,0.047807,0.048983,0.048343,0.047980,0.9892,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,-5.27,-0.116,0.0151,0.0009999999999999992,-0.09249,-0.07736,-0.08802,-0.09962,-0.09374,-0.09497,-0.09675,-0.09613,0.015282,0.014743,0.014581,0.014429,0.014347,0.014272,0.014367,0.014345,0.9855,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,-3.77,0.03,0.0139,0.0011000000000000003,0.08235,0.07808,0.06606,0.06180,0.06269,0.06484,0.06454,0.06391,0.012833,0.012393,0.012416,0.012393,0.012295,0.012358,0.012325,0.012305,0.9744,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,-2.21,0.194,0.0137,0.0008000000000000004,0.24946,0.23735,0.22835,0.23318,0.22732,0.22884,0.23171,0.23078,0.011197,0.010895,0.010554,0.010613,0.010062,0.010104,0.010129,0.010106,0.9726,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,-0.7,0.351,0.0135,0.0003999999999999993,0.40103,0.38814,0.38749,0.39049,0.38897,0.38980,0.39227,0.39384,0.010319,0.009622,0.009877,0.009753,0.009674,0.009739,0.009642,0.009634,0.9803,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,0.89,0.53,0.0141,0.0002500000000000002,0.56423,0.55146,0.55688,0.55818,0.55326,0.55110,0.55223,0.54995,0.010388,0.009857,0.010030,0.009673,0.009510,0.009623,0.009506,0.009432,0.9826,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,2.34,0.678,0.0158,0.0005500000000000001,0.72059,0.70910,0.72254,0.72892,0.72657,0.72791,0.72360,0.72631,0.011064,0.010397,0.010524,0.010171,0.010042,0.010005,0.010007,0.010013,0.9859,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,4.05,0.834,0.0184,0.0005999999999999998,0.90972,0.89614,0.90960,0.90773,0.90507,0.90546,0.90559,0.90713,0.012108,0.011498,0.011591,0.011284,0.011279,0.011445,0.011348,0.011451,0.9893,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,5.48,0.956,0.0208,0.000449999999999999,1.06562,1.04414,1.05534,1.04802,1.05008,1.05276,1.05304,1.05296,0.013073,0.012861,0.012829,0.012756,0.012909,0.013035,0.012824,0.013010,0.9901,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,7.1,1.078,0.0247,0.0010000000000000009,1.22945,1.20340,1.21155,1.20448,1.21041,1.21015,1.21080,1.21134,0.014556,0.014688,0.014726,0.014911,0.014983,0.014948,0.014879,0.015042,0.9903,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,8.53,1.149,0.0298,0.0026,1.35317,1.33405,1.33717,1.33176,1.33781,1.33503,1.33585,1.33865,0.016628,0.016534,0.017095,0.017128,0.017120,0.016894,0.017104,0.017135,0.9903,0.1401
vol3,SD7062 (B),clean,nominal,300300.0,10.0,1.185,0.0516,0.020200000000000003,1.45296,1.44587,1.44243,1.43848,1.44368,1.44084,1.43980,1.43997,0.019956,0.019254,0.020595,0.020049,0.020020,0.019726,0.019920,0.019878,0.9902,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,-5.53,-0.128,0.0151,0.0002500000000000002,-0.12241,-0.11358,-0.12293,-0.13315,-0.12866,-0.12990,-0.12993,-0.12980,0.013691,0.013416,0.013237,0.013203,0.013100,0.012998,0.013080,0.013088,0.9846,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,-3.74,0.053,0.0118,0.0007000000000000001,0.08130,0.07446,0.06441,0.06272,0.06330,0.06353,0.06510,0.06471,0.011384,0.011124,0.011109,0.011144,0.011102,0.011140,0.011115,0.011125,0.9717,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,-2.24,0.197,0.0099,0.0004499999999999999,0.24209,0.23209,0.22474,0.23110,0.22415,0.22535,0.22808,0.22747,0.010135,0.009953,0.009638,0.009712,0.009283,0.009332,0.009283,0.009244,0.9668,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,-0.7,0.397,0.0091,0.00014999999999999996,0.39885,0.39296,0.39130,0.39421,0.39336,0.39274,0.39545,0.39649,0.009282,0.008667,0.008785,0.008789,0.008733,0.008780,0.008708,0.008714,0.9756,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,0.86,0.575,0.0098,0.0004499999999999999,0.55986,0.55768,0.55775,0.55987,0.55754,0.55756,0.55599,0.55603,0.009289,0.008786,0.008882,0.008809,0.008578,0.008722,0.008651,0.008635,0.9809,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,2.4,0.74,0.0103,0.0009499999999999995,0.72619,0.72160,0.72895,0.73357,0.73226,0.73556,0.73272,0.73618,0.009957,0.009385,0.009412,0.009200,0.009104,0.009028,0.009022,0.009052,0.9835,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,3.96,0.911,0.0109,0.0006499999999999995,0.89985,0.89054,0.90131,0.90228,0.89904,0.89847,0.89834,0.90129,0.010873,0.010406,0.010374,0.010166,0.010170,0.010240,0.010172,0.010273,0.9873,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,5.54,1.074,0.0122,0.0005500000000000001,1.07488,1.05660,1.06553,1.05830,1.05929,1.06219,1.06378,1.06391,0.011893,0.011823,0.011674,0.011642,0.011735,0.011862,0.011687,0.011852,0.9889,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,7.05,1.222,0.0138,0.0007000000000000001,1.23143,1.20716,1.21266,1.20398,1.21012,1.21245,1.21322,1.21306,0.013196,0.013314,0.013328,0.013416,0.013487,0.013464,0.013449,0.013564,0.9895,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,8.72,1.372,0.0162,0.0007999999999999995,1.37892,1.36068,1.35935,1.35296,1.35928,1.36024,1.36012,1.36231,0.015506,0.015274,0.015955,0.015803,0.015876,0.015660,0.015864,0.015841,0.9894,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,10.23,1.487,0.0196,0.0006999999999999992,1.47979,1.47269,1.46555,1.46145,1.46809,1.46865,1.46631,1.46484,0.018933,0.018167,0.019452,0.018791,0.018804,0.018512,0.018659,0.018644,0.9891,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,11.84,1.577,0.0251,0.0008500000000000001,1.55083,1.54737,1.54291,1.53930,1.55139,1.55415,1.55082,1.54728,0.024827,0.024049,0.025054,0.024107,0.023803,0.023415,0.023550,0.023509,0.9893,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,13.09,1.618,0.0332,0.0059000000000000025,1.58244,1.56926,1.57888,1.57666,1.58894,1.59177,1.58774,1.58610,0.031747,0.031746,0.032058,0.030925,0.030363,0.030381,0.030426,0.030074,0.9891,0.1401
vol3,SD7062 (B),clean,nominal,399900.0,14.53,1.639,0.039,0.0147,1.59281,1.56261,1.59371,1.59177,1.59592,1.59213,1.58982,1.58781,0.043418,0.045355,0.045687,0.043180,0.043267,0.044048,0.043564,0.043244,0.9888,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,-5.4,-0.137,0.0137,0.0004499999999999999,-0.10733,-0.09993,-0.10941,-0.11951,-0.11497,-0.11612,-0.11610,-0.11609,0.013457,0.013184,0.013027,0.013006,0.012909,0.012831,0.012889,0.012900,0.9840,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,-3.75,0.028,0.0125,0.0015999999999999999,0.08013,0.07335,0.06333,0.06157,0.06221,0.06239,0.06397,0.06358,0.011380,0.011120,0.011106,0.011141,0.011100,0.011139,0.011112,0.011123,0.9718,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,-2.13,0.199,0.0126,0.0004000000000000002,0.25343,0.24355,0.23671,0.24282,0.23645,0.23711,0.24020,0.23954,0.010044,0.009836,0.009519,0.009582,0.009169,0.009206,0.009180,0.009163,0.9672,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,-0.69,0.364,0.013,0.0004999999999999996,0.39984,0.39408,0.39243,0.39533,0.39449,0.39385,0.39654,0.39760,0.009269,0.008655,0.008774,0.008779,0.008722,0.008770,0.008698,0.008703,0.9756,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,0.85,0.526,0.0142,0.00019999999999999966,0.55881,0.55674,0.55674,0.55888,0.55659,0.55668,0.55512,0.55533,0.009276,0.008773,0.008869,0.008800,0.008568,0.008713,0.008643,0.008629,0.9809,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,2.39,0.678,0.016,0.0005500000000000001,0.72509,0.72060,0.72784,0.73240,0.73109,0.73445,0.73169,0.73518,0.009941,0.009370,0.009396,0.009186,0.009089,0.009013,0.009006,0.009036,0.9834,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,3.95,0.826,0.0179,0.0004999999999999987,0.89874,0.88952,0.90024,0.90131,0.89807,0.89747,0.89731,0.90028,0.010856,0.010388,0.010355,0.010147,0.010151,0.010219,0.010152,0.010252,0.9873,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,5.48,0.957,0.0202,0.0002999999999999999,1.06840,1.05054,1.05955,1.05252,1.05322,1.05609,1.05769,1.05793,0.011839,0.011754,0.011605,0.011566,0.011658,0.011786,0.011612,0.011776,0.9889,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,7.05,1.071,0.0239,0.0005500000000000001,1.23152,1.20728,1.21273,1.20405,1.21019,1.21255,1.21331,1.21316,0.013182,0.013301,0.013314,0.013401,0.013472,0.013449,0.013435,0.013550,0.9895,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,8.49,1.14,0.0295,0.0023500000000000014,1.36082,1.34104,1.34075,1.33393,1.34047,1.34163,1.34163,1.34349,0.015097,0.014943,0.015512,0.015419,0.015489,0.015292,0.015484,0.015475,0.9894,0.1401
vol3,SD7062 (B),clean,nominal,401200.0,10.16,1.175,0.0384,0.0148,1.47605,1.46846,1.46146,1.45731,1.46385,1.46440,1.46219,1.46103,0.018719,0.017972,0.019240,0.018602,0.018622,0.018335,0.018486,0.018467,0.9891,0.1401
vol3,SD7080,clean,nominal,99943.0,-6.02,-0.413,0.0437,0.0010499999999999989,-0.40421,-0.47420,-0.47678,-0.44113,-0.44371,-0.45687,-0.44449,-0.45256,0.049664,0.059357,0.053463,0.056245,0.059327,0.061794,0.064520,0.066169,0.2094,0.0915
vol3,SD7080,clean,nominal,99943.0,-4.93,-0.346,0.0292,0.0009999999999999992,-0.33647,-0.39565,-0.40342,-0.38880,-0.39174,-0.40237,-0.39228,-0.40196,0.032547,0.037739,0.033656,0.032875,0.035640,0.036462,0.038562,0.038925,0.4884,0.0915
vol3,SD7080,clean,nominal,99943.0,-3.91,-0.269,0.0246,0.0036000000000000008,-0.24764,-0.30488,-0.31004,-0.30402,-0.30710,-0.31047,-0.30011,-0.30155,0.023997,0.025520,0.025161,0.024039,0.024215,0.024627,0.025145,0.024977,0.9591,0.0915
vol3,SD7080,clean,nominal,99943.0,-2.97,-0.176,0.0191,0.0023,-0.15251,-0.21408,-0.22399,-0.21897,-0.22173,-0.22568,-0.20779,-0.20833,0.019208,0.020573,0.020449,0.020418,0.019858,0.019881,0.019936,0.019750,0.9602,0.0915
vol3,SD7080,clean,nominal,99943.0,-1.95,-0.053,0.0143,0.0013499999999999996,-0.03827,-0.11072,-0.11230,-0.12828,-0.13193,-0.13846,-0.11881,-0.12057,0.016049,0.016275,0.016215,0.016474,0.015103,0.014980,0.015438,0.014666,0.9420,0.0915
vol3,SD7080,clean,nominal,99943.0,-0.76,0.124,0.0138,0.0020999999999999994,0.11259,0.08079,0.08062,0.07521,0.08430,0.07627,0.07206,0.05860,0.014620,0.014887,0.015410,0.015980,0.014936,0.014894,0.015087,0.015064,0.9591,0.0915
vol3,SD7080,clean,nominal,99943.0,0.18,0.245,0.0149,0.0017000000000000001,0.24316,0.24349,0.25071,0.23730,0.24455,0.24110,0.24459,0.23869,0.014619,0.015231,0.015141,0.015492,0.015023,0.015430,0.015940,0.015807,0.9684,0.0915
vol3,SD7080,clean,nominal,99943.0,1.22,0.355,0.015,0.0016499999999999996,0.39156,0.40920,0.41378,0.41960,0.41613,0.41210,0.41623,0.42149,0.015007,0.015114,0.014439,0.014734,0.015030,0.015189,0.015578,0.015331,0.9738,0.0915
vol3,SD7080,clean,nominal,99943.0,2.28,0.446,0.0156,0.001299999999999999,0.53820,0.55323,0.55438,0.56156,0.55552,0.55797,0.55365,0.55443,0.015361,0.014965,0.014072,0.014225,0.014686,0.014343,0.014391,0.014194,0.9796,0.0915
vol3,SD7080,clean,nominal,99943.0,3.25,0.526,0.0151,0.0004499999999999999,0.66290,0.66138,0.66338,0.66193,0.65972,0.66317,0.65751,0.65989,0.015647,0.015205,0.014250,0.014488,0.014489,0.014228,0.013994,0.013885,0.9848,0.0915
vol3,SD7080,clean,nominal,99943.0,4.21,0.633,0.0151,0.0008999999999999998,0.77533,0.75743,0.75797,0.75737,0.75487,0.75777,0.75459,0.75383,0.016103,0.015729,0.014964,0.015372,0.015121,0.014788,0.014641,0.014681,0.9864,0.0915
vol3,SD7080,clean,nominal,99943.0,5.26,0.734,0.017,0.0009999999999999992,0.88595,0.85879,0.85598,0.86026,0.85557,0.85868,0.85232,0.85272,0.017088,0.016563,0.016335,0.017034,0.016601,0.016311,0.016315,0.016394,0.9869,0.0915
vol3,SD7080,clean,nominal,99943.0,6.32,0.827,0.0193,0.0004999999999999987,0.98586,0.95407,0.95255,0.95943,0.95448,0.95675,0.94918,0.95039,0.018929,0.018446,0.018488,0.019066,0.018619,0.018734,0.018829,0.018896,0.9851,0.0915
vol3,SD7080,clean,nominal,99943.0,7.29,0.905,0.0224,0.00115,1.06761,1.03232,1.03713,1.04287,1.03841,1.03938,1.03140,1.03764,0.021631,0.021663,0.021696,0.021483,0.021230,0.021462,0.021775,0.021714,0.9818,0.0915
vol3,SD7080,clean,nominal,99943.0,8.32,0.986,0.0242,0.0022500000000000003,1.14349,1.10821,1.12134,1.11879,1.11559,1.11769,1.11117,1.11676,0.025792,0.026048,0.026003,0.024901,0.024385,0.024498,0.024730,0.024913,0.9800,0.0915
vol3,SD7080,clean,nominal,99943.0,9.34,1.024,0.0292,0.0025000000000000005,1.20436,1.17325,1.19293,1.18181,1.18083,1.17673,1.17465,1.17527,0.031450,0.031442,0.031842,0.030752,0.029218,0.029705,0.029751,0.030104,0.9807,0.0915
vol3,SD7080,clean,nominal,99943.0,10.32,1.052,0.0372,0.0013500000000000005,1.24238,1.22093,1.24559,1.23825,1.23574,1.23127,1.23026,1.23358,0.038738,0.037778,0.038872,0.039107,0.036902,0.037288,0.037457,0.037628,0.9776,0.0915
vol3,SD7080,clean,nominal,99943.0,11.24,1.076,0.0441,0.0020499999999999997,1.24676,1.24667,1.26903,1.27925,1.26759,1.27053,1.27940,1.27667,0.048333,0.045107,0.046942,0.048087,0.046739,0.046732,0.047013,0.046771,0.9652,0.0915
vol3,SD7080,clean,nominal,149842.0,-6.01,-0.41,0.0433,0.0005999999999999998,-0.37583,-0.49016,-0.49220,-0.45695,-0.45912,-0.46553,-0.45839,-0.45692,0.038581,0.049574,0.047444,0.047705,0.049723,0.051862,0.053728,0.056823,0.1564,0.0915
vol3,SD7080,clean,nominal,149842.0,-4.81,-0.284,0.0255,0.0008999999999999998,-0.28274,-0.36176,-0.36596,-0.37497,-0.38018,-0.39489,-0.38607,-0.38730,0.025092,0.029289,0.027386,0.026510,0.027464,0.028556,0.029720,0.029904,0.6163,0.0915
vol3,SD7080,clean,nominal,149842.0,-3.9,-0.189,0.0201,0.0014999999999999996,-0.18913,-0.26748,-0.26517,-0.28650,-0.29446,-0.30590,-0.30039,-0.29894,0.019865,0.020875,0.021595,0.020574,0.020806,0.021098,0.021482,0.021619,0.9523,0.0915
vol3,SD7080,clean,nominal,149842.0,-2.86,-0.061,0.016,0.0023,-0.07581,-0.13898,-0.14658,-0.15718,-0.16077,-0.17937,-0.16475,-0.16893,0.015757,0.016312,0.016921,0.017156,0.016728,0.016908,0.017023,0.016862,0.9407,0.0915
vol3,SD7080,clean,nominal,149842.0,-1.81,0.041,0.0125,0.0011000000000000003,0.04321,-0.00890,-0.01402,-0.01657,-0.01642,-0.01827,-0.00714,-0.01968,0.013101,0.012434,0.012941,0.013206,0.012364,0.012375,0.012651,0.012749,0.9407,0.0915
vol3,SD7080,clean,nominal,149842.0,-0.71,0.172,0.0114,0.0005999999999999998,0.17651,0.16287,0.16272,0.19170,0.20415,0.20069,0.19876,0.19229,0.011795,0.011147,0.011995,0.012036,0.011752,0.011669,0.011725,0.011915,0.9506,0.0915
vol3,SD7080,clean,nominal,149842.0,0.4,0.273,0.0113,0.0012500000000000002,0.31892,0.34374,0.34949,0.37314,0.36357,0.35635,0.35515,0.35929,0.011593,0.011479,0.011705,0.010960,0.011011,0.011111,0.011411,0.011341,0.9631,0.0915
vol3,SD7080,clean,nominal,149842.0,1.21,0.346,0.0118,0.0009500000000000003,0.42367,0.45173,0.45633,0.45983,0.45315,0.45065,0.44844,0.45161,0.011791,0.011586,0.011320,0.010590,0.010726,0.010768,0.010896,0.010794,0.9725,0.0915
vol3,SD7080,clean,nominal,149842.0,2.24,0.457,0.0125,0.0019000000000000006,0.55212,0.56378,0.56447,0.55826,0.55858,0.55872,0.55716,0.55973,0.012136,0.011692,0.011064,0.010806,0.010731,0.010727,0.010571,0.010526,0.9821,0.0915
vol3,SD7080,clean,nominal,149842.0,3.25,0.567,0.0116,0.0008999999999999998,0.66928,0.66083,0.65916,0.65789,0.65868,0.66242,0.66185,0.66091,0.012528,0.011973,0.011332,0.011440,0.011247,0.011175,0.011012,0.011078,0.9842,0.0915
vol3,SD7080,clean,nominal,149842.0,4.21,0.66,0.0121,0.0004499999999999999,0.77187,0.75197,0.74892,0.75485,0.75244,0.75707,0.75428,0.75281,0.013110,0.012445,0.012150,0.012465,0.012295,0.012157,0.012047,0.012189,0.9841,0.0915
vol3,SD7080,clean,nominal,149842.0,5.31,0.755,0.0151,0.0003999999999999993,0.88033,0.85646,0.85408,0.86173,0.85864,0.86366,0.85720,0.85649,0.014311,0.013526,0.013663,0.014202,0.013848,0.013747,0.013823,0.013857,0.9831,0.0915
vol3,SD7080,clean,nominal,149842.0,6.22,0.836,0.017,0.00010000000000000113,0.96405,0.93835,0.94104,0.94583,0.94414,0.94749,0.94109,0.94098,0.015920,0.015316,0.015576,0.015888,0.015582,0.015600,0.015687,0.015673,0.9811,0.0915
vol3,SD7080,clean,nominal,149842.0,7.26,0.928,0.0194,0.0007500000000000007,1.05341,1.02475,1.03692,1.03696,1.03762,1.03758,1.03128,1.03467,0.018580,0.018329,0.018431,0.018101,0.018073,0.018010,0.018189,0.018216,0.9791,0.0915
vol3,SD7080,clean,nominal,149842.0,8.34,1.005,0.0228,0.0010499999999999989,1.13744,1.10620,1.12356,1.11907,1.12520,1.12379,1.12202,1.12318,0.022413,0.022562,0.022359,0.021314,0.020596,0.020693,0.020818,0.021016,0.9792,0.0915
vol3,SD7080,clean,nominal,149842.0,9.29,1.036,0.0295,0.0012500000000000011,1.20148,1.16906,1.18626,1.17694,1.18274,1.17913,1.18055,1.18125,0.026872,0.027271,0.027337,0.026280,0.024701,0.025053,0.025262,0.025423,0.9819,0.0915
vol3,SD7080,clean,nominal,149842.0,10.42,1.069,0.0376,0.0015500000000000028,1.26133,1.22914,1.24644,1.23573,1.23401,1.22985,1.23407,1.23087,0.033796,0.033894,0.034453,0.034459,0.032575,0.032761,0.032975,0.033002,0.9802,0.0915
vol3,SD7080,clean,nominal,149842.0,11.22,1.083,0.0463,0.0038000000000000013,1.28796,1.25809,1.27114,1.26919,1.26653,1.26453,1.27083,1.27137,0.040017,0.039448,0.040639,0.040868,0.039357,0.039777,0.039375,0.039180,0.9702,0.0915
vol3,SD7080,clean,nominal,199879.0,-5.94,-0.379,0.0376,0.0004500000000000025,-0.36933,-0.46026,-0.47329,-0.45932,-0.46674,-0.47077,-0.46201,-0.45973,0.030254,0.041711,0.042653,0.040180,0.043164,0.043288,0.045650,0.048204,0.1602,0.0915
vol3,SD7080,clean,nominal,199879.0,-5.34,-0.306,0.0277,0.0009499999999999995,-0.31820,-0.38712,-0.40100,-0.41039,-0.41752,-0.43672,-0.42775,-0.42841,0.024662,0.031490,0.031163,0.028442,0.031565,0.031882,0.032662,0.036682,0.3062,0.0915
vol3,SD7080,clean,nominal,199879.0,-3.84,-0.139,0.0175,0.0018999999999999998,-0.15549,-0.21679,-0.21667,-0.24249,-0.24006,-0.25974,-0.25156,-0.24906,0.017021,0.017233,0.018565,0.017862,0.017990,0.018280,0.018495,0.018477,0.9512,0.0915
vol3,SD7080,clean,nominal,199879.0,-2.75,-0.028,0.015,0.002450000000000001,-0.03184,-0.06857,-0.08197,-0.07876,-0.07827,-0.08621,-0.07779,-0.08389,0.013539,0.013470,0.014319,0.014475,0.014137,0.014380,0.014347,0.014450,0.9291,0.0915
vol3,SD7080,clean,nominal,199879.0,-1.71,0.056,0.0113,0.0007500000000000007,0.08661,0.06387,0.05169,0.07282,0.06878,0.07226,0.06892,0.06460,0.011307,0.010295,0.010872,0.010711,0.010313,0.010382,0.010616,0.010679,0.9431,0.0915
vol3,SD7080,clean,nominal,199879.0,-0.75,0.152,0.0099,0.0016500000000000004,0.19939,0.19009,0.19099,0.21476,0.22685,0.22742,0.23724,0.23803,0.010186,0.009187,0.009968,0.009530,0.009545,0.009511,0.009606,0.009670,0.9498,0.0915
vol3,SD7080,clean,nominal,199879.0,0.24,0.259,0.0094,0.0005500000000000001,0.31956,0.32977,0.34063,0.36127,0.36057,0.35699,0.35430,0.35657,0.009850,0.009462,0.009834,0.009024,0.009064,0.009012,0.009082,0.009095,0.9634,0.0915
vol3,SD7080,clean,nominal,199879.0,1.41,0.379,0.0098,0.0008000000000000004,0.46164,0.47264,0.48128,0.47693,0.47680,0.47386,0.47121,0.47461,0.010107,0.009816,0.009636,0.008985,0.008859,0.008877,0.008789,0.008755,0.9781,0.0915
vol3,SD7080,clean,nominal,199879.0,2.27,0.474,0.0096,0.0007000000000000001,0.56215,0.56277,0.56648,0.55960,0.56004,0.56059,0.56026,0.56156,0.010471,0.010050,0.009642,0.009310,0.009068,0.009127,0.008973,0.009002,0.9827,0.0915
vol3,SD7080,clean,nominal,199879.0,3.24,0.573,0.0102,0.0002500000000000002,0.66931,0.65791,0.65758,0.65712,0.65529,0.65807,0.65890,0.65753,0.010985,0.010412,0.010047,0.009926,0.009777,0.009786,0.009718,0.009798,0.9830,0.0915
vol3,SD7080,clean,nominal,199879.0,4.4,0.688,0.012,0.0003500000000000005,0.78855,0.76948,0.76770,0.77282,0.76898,0.77326,0.77095,0.77031,0.011914,0.011109,0.011116,0.011291,0.011158,0.011119,0.011058,0.011148,0.9826,0.0915
vol3,SD7080,clean,nominal,199879.0,5.09,0.753,0.0132,0.0005500000000000001,0.85538,0.83507,0.83442,0.83943,0.83584,0.84115,0.83689,0.83649,0.012749,0.011835,0.012026,0.012305,0.012118,0.012075,0.012087,0.012117,0.9817,0.0915
vol3,SD7080,clean,nominal,199879.0,6.31,0.866,0.0153,0.00045000000000000075,0.96734,0.94578,0.95303,0.95387,0.95190,0.95547,0.95106,0.95182,0.014899,0.014033,0.014324,0.014403,0.014374,0.014355,0.014319,0.014313,0.9801,0.0915
vol3,SD7080,clean,nominal,199879.0,7.25,0.953,0.0173,0.0008500000000000001,1.04811,1.02514,1.04101,1.03880,1.03900,1.03961,1.03498,1.03748,0.017210,0.016534,0.016541,0.016249,0.016320,0.016238,0.016294,0.016367,0.9792,0.0915
